Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2003,Chevrolet,Trailblazer,[Brochure Summary],,,,,,,,,,,,,,,,Bose audio | PREMIUM CLOTH; Premium Cloth seating; Bose audio | PREMIUM CLOTH; Premium Cloth seating,[Brochure] Bose audio | PREMIUM CLOTH; Premium Cloth seating | [Brochure] Bose audio | PREMIUM CLOTH; Premium Cloth seating
