Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2018,Chevrolet,SS,[Brochure Summary],,,,,,,,,,,,,,,,Bose audio | 9-speaker system,[Brochure] Bose audio | 9-speaker system | [Backfilled from 2017]
