Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Chevrolet,Colorado,Wheelbase,"Layout Front-engine, rear-wheel-drive or four-wheel-drive",,,Transmission,Hybrid drivetrain Bi-Fuel system (Colorado CNG),,,,,,,,"For the Pickup/SUV sold in Australasia, see Holden Colorado.","This North American model Isuzu shared North American powertrains, styling, and","This North American model Isuzu shared North American powertrains, styling, and equipment with the Colorado/Canyon twins and differed from Isuzu's worldwide offering.",Colorado offers a best-in-class 1 10 available camera views 2 to help you hit the open roa,Colorado offers a best-in-class 1 10 available camera views 2 to help you hit the open road with confidence.
,,,"The Colorado was offered in three basic trim levels: Base, LS, and LT, while the Canyon was also offered in three trim levels, but with different names: Canyon, SLE, and SLT.",Engine,,,speed Aisin AR-5 manual,"in (1,755 mm) (4x4 Thailand Ver.)",,,,,,,,Chevrolet Colorado,GM also offers either a rear-wheel drive (4x2) or four-wheel drive (4x4) drivetr,"GM also offers either a rear-wheel drive (4x2) or four-wheel drive (4x4) drivetrain with standard, extended, and four-door crew-cab body styles.",And thanks to the segment-first available underbody cameras offering real-time forward- an,"And thanks to the segment-first available underbody cameras offering real-time forward- and rear-facing views beneath the truck, you can navigate rocky trails and other difficult terrain."
,,,HSV SportsCat (Australasia),L (323 cu in) LH8 2009/LH9 2010+ V8,,,speed 4L60-E automatic,Holden Colorado LX-R 4x4 Crew Cab (Australia),,,,,,,,Chevrolet Colorado Z71,"Most models come with the 2.8 L (171 cu in) LK5 I4 engine as standard, but a mor","Most models come with the 2.8 L (171 cu in) LK5 I4 engine as standard, but a more powerful 3.5 L I5 comes with the Z71 package on four-door versions and is optional on all others.","The reconfigurable bed in Colorado offers a first-in-class 1 StowFlex Tailgate, while two","The reconfigurable bed in Colorado offers a first-in-class 1 StowFlex Tailgate, while two segment-first available underbody cameras 2 provide real-time forward- and rear-facing views beneath the truck."
,,,L Duramax XLD25/LP2 I4 turbo,Diesel:,,,speed manual,"The production model is available in three different cab styles: regular cab (single cab), extended cab (space cab), and crew cab (double cab), and either 4x2 or 4x4 drivetrain.",,,,,,,,Holden Colorado (Australasia),The 4-door Z71s also get the four-speed automatic transmission standard.,The 4-door Z71s also get the four-speed automatic transmission standard.,The Convenience Package III for the 2023 Chevy Colorado LT no longer includes 18-inch allo,The Convenience Package III for the 2023 Chevy Colorado LT no longer includes 18-inch alloy wheels as standard.
,,,"Wheelbase 3,258–3,568 mm (128.3–140.5 in)",L (153 cu in) 4JK1-TC (Diesel/CNG; Colorado CNG),,,speed manual Eaton N8D,"A Thunder Edition is available on 4x4 LX, LT, and LTZ models. Among the features included with the pack are a nudge bar and towing kit, front carpet floor mats and a one-piece rear carpet floor mat, a bonnet protector, slimline weather shields, and ""Thunder"" badging.",,,,,,,,Predecessor,This package was later dropped in favor of LT2 and LT3.,This package was later dropped in favor of LT2 and LT3.,"It offers a powerful 2.7L Turbo engine series, best-in-class trailering capacity, and inno","It offers a powerful 2.7L Turbo engine series, best-in-class trailering capacity, and innovative features like the StowFlex Tailgate and underbody cameras."
,,,Trim levels,L (183 cu in) 4JJ1-TC / 4JJ1-TCX VGS Turbo,,,speed automatic 6L50,"Starting with the 2020 model year, both the 4x2 Z71 Extended Cab and Z71 crew-cab long-box models were removed from the lineup, along with the RST and Redline editions, as both will be combined with the luxury edition.",,,,,,,,Chevrolet Colorado Crew Cab,Three different suspension options were offered on the Colorado and Canyon: The,"Three different suspension options were offered on the Colorado and Canyon: The base Z85 suspension, which offered a comfortable ride quality; the Z71 Off-Road suspension, which added a locking rear differential axle (RPO code G80), heavier-duty shock absorbers for improved performance off-road, and an increased ride height for better clearance;the ZQ8 Sport suspension (see below), which offered a lower ride height than the standard Z85 suspension, as well as firmer suspension for improved handl","Enhanced safety and technology, including Chevy Safety Assist and wireless ...","Enhanced safety and technology, including Chevy Safety Assist and wireless ..."
,,,"LTZ features 17-inch alloy wheels, optional leather seats, LED taillamps, projector headlamps, sports bar, soft tonneau cover, and side steps.",Hybrid drivetrain Bi-Fuel system (Colorado CNG),,,speed automatic 8L45,,,,,,,,,L (153 cu in) 4JK1-TC (Diesel/CNG; Colorado CNG),All suspension packages were offered on 4x2 or 4x4 models in all cab configurati,"All suspension packages were offered on 4x2 or 4x4 models in all cab configurations, except for the ZQ8 Sport suspension, which was only offered on 4x2 models.",,
,,,"Z71, the top trim, includes off-road gear and 18-inch wheels.",Engines,,,"On 9 September 2011, General Motors (Thailand) opened the diesel engine manufacturing plant, to make the Duramax engine used by the Colorado. The engine is a rebranded VM Motori turbodiesel engine with 2.5- or 2.8-liter, paired with a manual or automatic transmission.",,,,,,,,,Hybrid drivetrain Bi-Fuel system (Colorado CNG),"A ZQ8 edition is available with a lower and more road-tuned ""sport"" suspension t","A ZQ8 edition is available with a lower and more road-tuned ""sport"" suspension than the standard Z85 and comes with 17 inch wheels, color-matched bumper and grille, and low profile fender flares.",,
,,,Base trim level (2015–2020),Years Engine Power Torque,,,"DX features a manual transmission, electronic stability control, side-curtain airbags, Bluetooth capabilities, and 16-inch steel wheels.",,,,,,,,,Chevrolet Colorado LT Z71 (rear view),The Xtreme edition is basically a continuation of a trim package from its predec,"The Xtreme edition is basically a continuation of a trim package from its predecessor, the Chevrolet S-10.",,
,,,"WT base trim level (""Work Truck"")","–2012 2.5 L (153 cu in) 4JK1-TC (2.5 CTI) Turbo I4 116 hp (87 kW) @ 3,600 rpm 206 lb⋅ft (279 N⋅m) @ 1,800–2,200 rpm",,,"LX features either a six-speed manual or six-speed automatic transmission, power mirrors, and cruise control.",,,,,,,,,Chevrolet Colorado Xtreme extended cab,"In 2009, both trucks, as with most 2009 GM vehicles (and combined with OnStar),","In 2009, both trucks, as with most 2009 GM vehicles (and combined with OnStar), received a Bluetooth hands-free phone system for the first time as optional equipment.",,
