Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2016,Chevrolet,CityExpress,[Brochure Summary],,,,,,,,,,,,,,,,2-speaker system; 2-speaker system,[Brochure] 2-speaker system | [Brochure] 2-speaker system
