Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,Chevrolet,Traverse,"Wheelbase 118.9 in (3,020 mm)","Front-engine, front-wheel-drive",,,Transmission 6-speed 6T75 automatic,Rollover AWD: 15.5%,,,,,,,,Predecessor Chevrolet TrailBlazer (first generation),"Chevrolet's new color touchscreen and MyLink radios were standard, as well as wo","Chevrolet's new color touchscreen and MyLink radios were standard, as well as wood interior trim.",Bose audio | 6-speaker; 10-speaker system,[Brochure] Bose audio | 6-speaker; 10-speaker system
,,,Trim levels,Engine,,,All Traverse models are powered by a 2.5-liter turbocharged inline-four gasoline engine producing 328 hp (245 kW) and 326 lb⋅ft (442 N⋅m) of torque paired with an 8-speed automatic transmission in the North American market.,,,,,,,,,All Traverse models are powered by a 2.5-liter turbocharged inline-four gasoline engine producing 328 hp (245 kW) and 326 lb⋅ft (442 N⋅m) of torque paired with an 8-speed automatic transmission in the North American market.,It remains an 8-seat (or 7-seat optional) passenger vehicle.,It remains an 8-seat (or 7-seat optional) passenger vehicle.,Bose audio | 6-speaker; 10-speaker system,[Brochure] Bose audio | 6-speaker; 10-speaker system
,,,"For 2021, the optional rear seat infotainment (which was available on LT, RS, Premier, Redline Edition, and High Country trim levels) was discontinued on the Traverse.",L LFY V6,,,,,,,,,,,,,"Some of this technology included a hands-free power tailgate, the latest-generat","Some of this technology included a hands-free power tailgate, the latest-generation MyLink infotainment systems with Apple CarPlay and Android Auto, a power-folding 60/40 split third-row rear bench seat, and standard keyless access with push-button start.",Bose audio | 6-speaker; 10-speaker system,[Brochure] Bose audio | 6-speaker; 10-speaker system
,,,"Wheelbase 3,070 mm (120.9 in)","Layout Front engine, front-wheel-drive",,,,,,,,,,,,,"Most are available with either front-wheel drive (FWD) or all-wheel drive (AWD),","Most are available with either front-wheel drive (FWD) or all-wheel drive (AWD), except for the base L, which is only available with FWD, and the top-of-the-line High Country, which is only available with AWD. There are also two appearance packages available: RS and Redline Edition.",Bose audio | 6-speaker; 10-speaker system,[Brochure] Bose audio | 6-speaker; 10-speaker system
,,,Authority control databases: National,All Traverse models are powered by a 2.5-liter turbocharged inline-four gasoline engine producing 328 hp (245 kW) and 326 lb⋅ft (442 N⋅m) of torque paired with an 8-speed automatic transmission in the North American market.,,,,,,,,,,,,,"Advanced Adaptive Cruise Control is added to the 3LT, RS and Premier trims, whil","Advanced Adaptive Cruise Control is added to the 3LT, RS and Premier trims, while GM's Safety Alert Seat is now standard on Premier and High Country models.",Bose audio | 6-speaker; 10-speaker system,[Brochure] Bose audio | 6-speaker; 10-speaker system
,,,,,,,,,,,,,,,,,"Other differences include standard all-wheel drive, outside heated mirrors, heat","Other differences include standard all-wheel drive, outside heated mirrors, heated front and rear outboard seats, and a heated steering wheel. Mexico The Mexican market Traverse officially made its debut in August 2024.",,
,,,,,,,,,,,,,,,,,"Unlike in Canada and the United States, the Traverse sold in Mexico will not be","Unlike in Canada and the United States, the Traverse sold in Mexico will not be available with All-Wheel Drive (which is standard on the Canadian market Traverse and optional on the US market Traverse). China For the first time, the Traverse will also be available in mainland China, effectively replacing the now discontinued China-only 2nd-generation Chevrolet Orlando in Chevrolet's Chinese lineup, and will surpass the Chinese version of the Chevrolet Blazer as the largest Chevrolet",,
,,,,,,,,,,,,,,,,,"2020 Chevrolet Traverse Specs, Features & Options Here's everything you need to","2020 Chevrolet Traverse Specs, Features & Options Here's everything you need to know about each trim in the 2020 Chevrolet Traverse lineup.",,
,,,,,,,,,,,,,,,,,"Experience Chevrolet Complete Care, a comprehensive coverage, warranty and prote","Experience Chevrolet Complete Care, a comprehensive coverage, warranty and protection program that comes standard with every new 2020 Chevrolet Traverse lease and purchase.",,
,,,,,,,,,,,,,,,,,2020 Chevrolet Traverse Configurations Select up to 3 trims below to compare som,2020 Chevrolet Traverse Configurations Select up to 3 trims below to compare some key specs and options for the 2020 Chevrolet Traverse.,,
,,,,,,,,,,,,,,,,,"With its wide range of features, specs, and pricing options, the Traverse is sur","With its wide range of features, specs, and pricing options, the Traverse is sure to fit anyone's budget.",,
,,,,,,,,,,,,,,,,,Latest technology in the 2020 Chevrolet Traverse: Compare all specifications and,"Latest technology in the 2020 Chevrolet Traverse: Compare all specifications and configurations of the 2020 Chevrolet Traverse, special features and options, and check out specs and trims on CarBuzz",,
