Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2017,ALFA,ROMEO 4C,[Brochure Summary],,,,,,,,,,,,,,,,Alpine audio,[Brochure] Alpine audio | [Backfilled from 2017] | [Backfilled from 2016]
