Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2016,Chrysler,Town & Country,[Brochure Summary],,,,,,,,,,,,,,,,Alpine audio | NAppA; SUEdE seating; Alpine audio | NAppA; SUEdE seating,[Brochure] Alpine audio | NAppA; SUEdE seating | [Brochure] Alpine audio | NAppA; SUEdE seating
