Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2010,Chrysler,Aspen,[Brochure Summary],,,,,,,,,,,,,,,,Alpine audio | leather-trimmed; Premium cloth; Leather-trimmed; suede seating; Alpine audio | leather-trimmed; Premium cloth; Leather-trimmed; suede seating,[Brochure] Alpine audio | leather-trimmed; Premium cloth; Leather-trimmed; suede seating | [Brochure] Alpine audio | leather-trimmed; Premium cloth; Leather-trimmed; suede seating | [Backfilled from 2008]
