Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2011,Chrysler,Pacifica,[Brochure Summary],,,,,,,,,,,,,,,,Infinity audio | Premium cloth; Leather-trimmed; Suede; leather-trimmed seating; Infinity audio | Premium cloth; Leather-trimmed; Suede; leather-trimmed seating,[Brochure] Infinity audio | Premium cloth; Leather-trimmed; Suede; leather-trimmed seating | [Brochure] Infinity audio | Premium cloth; Leather-trimmed; Suede; leather-trimmed seating | [Backfilled from 2007]
