Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2014,Chrysler,Town & Country,[Brochure Summary],,,,,,,,,,,,,,,,Alpine; infinity audio | NAPPA; SUEDE; Leather-trimmed; Suede; Nappa seating; Alpine; infinity audio | NAPPA; SUEDE; Leather-trimmed; Suede; Nappa seating,[Brochure] Alpine; infinity audio | NAPPA; SUEDE; Leather-trimmed; Suede; Nappa seating | [Brochure] Alpine; infinity audio | NAPPA; SUEDE; Leather-trimmed; Suede; Nappa seating | [Backfilled from 2015]
