Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Chrysler,Grand Caravan,"Wheelbase 1984–1988 SWB: 112.1 in (2,847 mm)","Front-engine, front-wheel drive",,,"While the Dodge Caravan (and Plymouth Voyager) shared no chassis underpinnings with the K-cars, the two model lines retained mechanical commonality, sharing engines and transmissions.","Front-engine, front-wheel drive",,,,,,,,"While the Dodge Caravan (and Plymouth Voyager) shared no chassis underpinnings with the K-cars, the two model lines retained mechanical commonality, sharing engines and transmissions.",Dodge Caravan 2011 Dodge Grand Caravan Mainstreet Overview Manufacturer Chrys,"Dodge Caravan 2011 Dodge Grand Caravan Mainstreet Overview Manufacturer Chrysler Corporation (1984–1998) DaimlerChrysler (1998–2007) Chrysler LLC (2007–2009) Chrysler Group LLC (2009–2014) FCA US LLC (2014–2020) Production November 2, 1983 –August 21, 2020 Model years 1984–2020 Assembly Windsor, Ontario, Canada (Windsor Assembly: 1983–2020) Fenton, Missouri (St.",2025 Chrysler Grand Caravan SXT Dealer's Message eated Steering Wheel Power Liftgate!,2025 Chrysler Grand Caravan SXT Dealer's Message eated Steering Wheel Power Liftgate!
,,,"A long-wheelbase variant, marketed as the Grand Caravan, was introduced in May 1987. It offered more cargo space behind the third-row seat.","Front-engine, all-wheel drive (1992–2004)",,,Transmission 4-speed A460 manual,"Front-engine, all-wheel drive (1992–2004)",,,,,,,,"A long-wheelbase variant, marketed as the Grand Caravan, was introduced in May 1987. It offered more cargo space behind the third-row seat.",The LE came with seven passengers standard in three rows of seating.,The LE came with seven passengers standard in three rows of seating.,All dimensions a All dimensions measured at curb weight with standard tires and wheels.,All dimensions a All dimensions measured at curb weight with standard tires and wheels.
,,,Trim levels,"While the Dodge Caravan (and Plymouth Voyager) shared no chassis underpinnings with the K-cars, the two model lines retained mechanical commonality, sharing engines and transmissions.",,,speed manual,"Layout Transverse front-engine, front-wheel drive",,,,,,,,"–2000 3.0 L Mitsubishi 6G72 V6 150 hp (110 kW), 176 lb⋅ft (239 N⋅m) (not available in certain U.S. states, 3.3 L V6 offered as standard equipment in those states instead)",The seats on base models and cloth-trimmed SEs had no headrests due to the vehic,"The seats on base models and cloth-trimmed SEs had no headrests due to the vehicle's ""light truck"" classification rather than following standard passenger car safety standards.","It offers unbeatable cargo flexibility, comfort-first ride quality, and that magical Stow","It offers unbeatable cargo flexibility, comfort-first ride quality, and that magical Stow 'n Go system."
,,,Guangdong Sanxing SXZ6451 (Short wheelbase)/SXZ6490 (Long wheelbase) (China),L K turbo I4,,,speed A670 automatic,"–93 AWD: 65.9 in (1,674 mm)",,,,,,,,"The Grand Caravan added a class-exclusive feature with an optional Blu-Ray DVD player while the base ""AVP"" model was described by Autotrader.com editors as having a ""shockingly low MSRP"" giving buyers ""incredible utility"" in their vehicle.","The Chrysler Town & Country, released in 1990, was a more luxurious repackaged v","The Chrysler Town & Country, released in 1990, was a more luxurious repackaged version of the Caravan and had no manual transmission option.",,
,,,"Wheelbase 1991–1993 C/V: 112 in (2,845 mm)",L Mitsubishi 6G72 V6,,,speed A604 automatic,–1995 Dodge Grand Caravan ES AWD,,,,,,,,"Also new for the 2014 model year, the Grand Caravan R/T gained standard auto headlamps with black bezels and the Security Group featuring remote start and security alarm.","Manual transmissions were not available on V6 models of the passenger Caravan, b","Manual transmissions were not available on V6 models of the passenger Caravan, but were an option on the Mini Ram Van and Caravan C/V's long-wheelbase models with a 3.0 L V6. The V6 engines were only offered with the venerable fully hydraulically operated TorqueFlite, until the computer-controlled Ultradrive 4-speed automatic became available in 1989.",,
,,,"Base – Included: cloth-and-vinyl upholstery, intermediate bench seat, tinted manual windows, power mirrors, intermittent windshield wipers and a rear wiper, glove box, and an AM/FM stereo.",L EGA V6,,,"Base – Included: Vinyl upholstery, 5-passenger seating, warning chimes, cigar lighter, digital clock, manual locks, windows and mirrors, 15-gallon fuel tank, tinted windows, halogen headlamps, an AM/FM stereo with four speakers, vinyl steering wheel, and intermittent wipers.","Grand Caravan FWD: 199.6 in (5,070 mm)",,,,,,,,"For 2018, the Grand Caravan was Dodge's best-selling vehicle while the sales of foreign-branded minivans fared worse than the Dodge in 2018. Sales in Canada dropped 30 percent, significantly lower than in the previous six years.","Alongside the 2.2 L, an optional Mitsubishi 2.6 L engine was available, producin","Alongside the 2.2 L, an optional Mitsubishi 2.6 L engine was available, producing 104 hp (78 kW) horsepower.",,
,,,Dodge Grand Caravan Sport,Dodge Caravan SE Turbo (Chile),,,Transmissions,"Grand Caravan AWD: 199.7 in (5,072 mm)",,,,,,,,"The Chrysler/Lancia Voyager was marketed under three trim lines distinct to Europe (Silver, Gold, and Platinum). The standard engine was a 2.8 L I4 diesel (producing 161 hp), with a 3.6 L gasoline V6 (producing 279 hp); both engines were paired to a 6-speed automatic.","1988 Dodge Caravan 3.0 Liter Engine Shortly thereafter in model year 1989, a mo","1988 Dodge Caravan 3.0 Liter Engine Shortly thereafter in model year 1989, a more powerful engine became optional, with a turbocharged version of the base 2.5 L producing 150 hp (112 kW).",,
,,,"Wheelbase SWB: 113.3 in (2,878 mm)",Engines,,,Transmission 5-speed A523 manual,"FWD: 68.7 in (1,745 mm)",,,,,,,,"The 2024 model year Chrysler Grand Caravan adds two new exterior colors, Baltic Grey and Red Hot.",Revisions to the Mitsubishi V6 upped its output to 142 hp (106 kW) that same yea,"Revisions to the Mitsubishi V6 upped its output to 142 hp (106 kW) that same year, and in 1990 a new 150 hp (110 kW) 3.3 L V6 was added to the option list.",,
,,,"Sport – Added: tinted windows, and power windows with automatic driver's side window, fog lamps, and 16-inch steel road wheels with ""Vortex"" hubcaps.","–1987 2.2 L K I4, 96 hp (72 kW), 119 lb⋅ft (161 N⋅m)",,,"LE – Added: heated mirrors, forward storage console, tachometer, oil pressure, and voltage gauges, an overhead console, power locks, rear defroster, speed control, storage drawer under the front passenger seat, and a tilt steering column.",,,,,,,,,,"Coinciding with the addition of a passenger-side airbag, the dashboard was redes","Coinciding with the addition of a passenger-side airbag, the dashboard was redesigned. Following its declining popularity, the woodgrain trim option was discontinued in favor of monochromatic and two-tone exterior designs.",,
,,,Dodge Caravan Base (post-facelift),"–1987 2.6 L Mitsubishi G54B I4, 104 hp (78 kW), 142 lb⋅ft (193 N⋅m)",,,Transmission 5-speed manual (diesel),,,,,,,,,,"To commemorate the tenth year of production, Dodge offered the ""10th Anniversary","To commemorate the tenth year of production, Dodge offered the ""10th Anniversary Edition"" option package for 1994.",,
,,,"Wheelbase 121.2 in (3,078 mm)",,,,,,,,,,,,,,Shifting its powertrain commonality from the Dodge Aries to that of the larger D,"Shifting its powertrain commonality from the Dodge Aries to that of the larger Dodge Dynasty, a 2.5 L I4 was the standard engine, with a 3.0 L V6 and 3.3 L V6 as options.",,
,,,"SXT Premium Added: Chromed exterior mirrors and chrome-striped side molding, 17-inch alloy road wheels, power sunroof",,,,,,,,,,,,,,"In 1994, the Caravan received a 3.8 L V6 (shared with the Chrysler Imperial/Fift","In 1994, the Caravan received a 3.8 L V6 (shared with the Chrysler Imperial/Fifth Avenue) as an option.",,
,,,"Trim levels for the Mexican market were unchanged from previous model years with SE, SXT and SXT Plus models available.",,,,,,,,,,,,,,Base models of the Caravan were offered in most states with either a 2.4 L four-,"Base models of the Caravan were offered in most states with either a 2.4 L four-cylinder or the 3.0 L Mitsubishi 6G72 V6 engine, except in several northeastern states, where the Mitsubishi did not meet emissions standards.",,
,,,,,,,,,,,,,,,,,This package was offered on various trim levels and included Platinum Metallic p,This package was offered on various trim levels and included Platinum Metallic paint as well as fender badges.,,
,,,,,,,,,,,,,,,,,"The 2000 model year offered packages that included the ""2000+"" and ""Millennium""","The 2000 model year offered packages that included the ""2000+"" and ""Millennium"" packages; however, these were little more than unique fender badges on the vans with popular equipment. During the 1996 model year, running changes saw the elimination of the plastic intake manifold cover from the 3.8L engine and redesigned interior door panels.",,
