Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2013,Chrysler,Pacifica,[Brochure Summary],,,,,,,,,,,,,,,,Alpine; Harman Kardon audio | Leather-trimmed seating,[Brochure] Alpine; Harman Kardon audio | Leather-trimmed seating | [Backfilled from 2017]
