Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2008,Chrysler,Town & Country,[Brochure Summary],,,,,,,,,,,,,,,,Infinity audio | Suede; Leather-trimmed; leather-trimmed seating; Infinity audio | Suede; Leather-trimmed; leather-trimmed seating,[Brochure] Infinity audio | Suede; Leather-trimmed; leather-trimmed seating | [Brochure] Infinity audio | Suede; Leather-trimmed; leather-trimmed seating | [Backfilled from 2007]
