Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,Facelifted 4Runner Sport Edition 4WD (US),,,,,An all-new LEV certified 4.0 L 1GR-FE V6 which produces 245 hp (183 kW) and 282,"An all-new LEV certified 4.0 L 1GR-FE V6 which produces 245 hp (183 kW) and 282 lb⋅ft (382 N⋅m) of torque is standard, but for the first time, a V8 became available, the ULEV certified 4.7 L 2UZ-FE engine which in the US produced 235 hp (175 kW) and 320 lb⋅ft (434 N⋅m).",,
,,,"In late 2003 (for the 2004 model year), a tire-pressure monitoring system was added as standard equipment. A third row seat became optional on the SR5 and Limited models.",,,,,"The optional 4WD systems were full-time on V8 models while ""Multi-Mode"" or part-","The optional 4WD systems were full-time on V8 models while ""Multi-Mode"" or part-time on V6 models, both systems used a lockable Torsen center differential.",,
,,,"Wheelbase 2,790 mm (109.8 in)",,,,,"A new suspension system, X-Relative Absorber System (X-REAS), became standard on","A new suspension system, X-Relative Absorber System (X-REAS), became standard on the Sport Edition and optional for SR5 and Limited models, a rear auto-leveling height adjustable air suspension is sometimes included with this option on Limited models.",,
,,,"In 2018 (for the 2019 model year), Toyota began offering a Nightshade package based on the Limited trim which blacks out badging, lower front and rear fascia, wheels, and portions of the interior.",,,,,The Hill-Start Assist Control (HAC) system prevents the 4Runner from rolling bac,"The Hill-Start Assist Control (HAC) system prevents the 4Runner from rolling backwards on inclines and a Downhill Assist Control (DAC, 4WD only) modulates the brakes and throttle automatically without driver inputs for smooth hill descents at very low speeds, both electronic aids are standard on 4WD models.",,
,,,"In 2023 (for the 2024 model year), Terra paint (an orange-brown color) is the exclusive color for TRD Pro while Solar Octane carries over to TRD Sport and Off Road Premium trims only.",,,,,"Major standard features included a tilt and telescoping steering wheel, remote k","Major standard features included a tilt and telescoping steering wheel, remote keyless entry, single zone automatic climate control, power driver's lumbar support, power rear tailgate window, and on V8 models a tow hitch receiver bolted directly to the rear frame crossmember.",,
,,,,,,,,"Options included HomeLink, an electrochromic auto-dimming rearview mirror, power","Options included HomeLink, an electrochromic auto-dimming rearview mirror, power moonroof, third row seating, a DVD-based navigation system (loses in-dash CD changer), a 10-speaker JBL Synthesis stereo, and rear seat audio.",,
,,,,,,,,An optional backup camera system on Limited models used two cameras mounted on t,An optional backup camera system on Limited models used two cameras mounted on the interiors D-pillars to give a wider view when backing up.,,
,,,,,,,,Safety All 4Runners came with Toyota's Star Safety System which includes,"Safety All 4Runners came with Toyota's Star Safety System which includes anti-lock brakes, electronic brakeforce distribution, brake assist, traction control and Vehicle Stability Control.",,
,,,,,,,,Side torso airbags for the front rows as well as side curtain airbags for the fr,Side torso airbags for the front rows as well as side curtain airbags for the front and rear rows were optional on 2003–2007 models and became standard on 2008 models.,,
,,,,,,,,"Only the Chevrolet Astro, Infiniti G35, and BMW 7 series had lower death rates.[","Only the Chevrolet Astro, Infiniti G35, and BMW 7 series had lower death rates. US NHTSA crash test ratings (2003 model year): Frontal Driver: Frontal Passenger: Side Driver: Side Rear Passenger: Rollover: Yearly changes Facelifted 4Runner SR5 4WD (US) Facelifted 4Runner Sport Edition 4WD (US) In early 2003, Toyota added an optional Appearance Package for the SR5 model that included color-keyed cladding, bumpers, and liftgate trim.",,
,,,,,,,,"In April 2003, Toyota made the Appearance Package, along with the previously opt","In April 2003, Toyota made the Appearance Package, along with the previously optional fog lamps, running boards, and 16-inch aluminum wheels, standard on the SR5.",,
,,,,,,,,"The Sport Edition also added black running boards and color-keyed trim, replacin","The Sport Edition also added black running boards and color-keyed trim, replacing the grey cladding and silver-painted grille, door handles and liftgate trim. In late 2003 (for the 2004 model year), a tire-pressure monitoring system was added as standard equipment.",,
,,,,,,,,A third row seat became optional on the SR5 and Limited models.,A third row seat became optional on the SR5 and Limited models.,,
,,,,,,,,"In 2004 (for the 2005 model year), enhancements were brought to the optional V8","In 2004 (for the 2005 model year), enhancements were brought to the optional V8 engine and a 5-speed automatic was made standard on the V6 model.",,
,,,,,,,,Shadow Mica was added as a color option.,Shadow Mica was added as a color option.,,
