Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,BMW,X1,Wheelbase,Also called BMW iX1 (electric),Transmission,Hybrid drivetrain Mild Hybrid (MHEV) Plug-in Hybrid (PHEV),Predecessor BMW X1 (F48),The package also includes sport seats and launch control with paddle shifters on,"The package also includes sport seats and launch control with paddle shifters on the M-Sport steering wheel. In June 2023, the M35i xDrive was announced.","I would option my 2023 BMW X1 xDrive28i with the M Sport Package, The Premium Package, and","I would option my 2023 BMW X1 xDrive28i with the M Sport Package, The Premium Package, and for standalone options, I would add the Remote Engine Start, Heated Front Seats, and Steering Wheel."
,,,xDrive28i with M Sport package(USA),"Front-engine, all-wheel-drive (xDrive)",Single-speed automatic (iX1),"Petrol sDrive16i B38 1,499 cc (1.5 L) I3 turbo 91 kW (122 hp; 124 PS) @ 4,400-6,500 rpm 230 N⋅m (23.5 kg⋅m; 170 lb⋅ft) @ 1,500-4,000 rpm - - - 200 km/h (124 mph) 10.5 sec 7-speed Steptronic automatic FWD 2023–present",,"For the X1 sold in the US, the optional Active Seats with Lumbar Support include","For the X1 sold in the US, the optional Active Seats with Lumbar Support includes massaging seat function for both front seats.",,
,,,,L B47 twin-scroll turbo I4 mild hybrid,,Motor: 55 N⋅m (5.61 kg⋅m; 40.6 lb⋅ft) - 48 V power booster 20 Ah rear battery 8.6 sec AWD,,Its battery remains a 64.7 kWh lithium-ion. All iX1 models feature an option,"Its battery remains a 64.7 kWh lithium-ion. All iX1 models feature an optional cyan exterior trim, with a drag coefficient of 0.26.",,
,,,,Electric motor,,Battery electric eDrive20 1x BMW eDrive N/A 64.7 kWh lithium-ion 430–475 km (267–295 mi)WLTP 201 hp (150 kW; 204 PS) 247 N⋅m (25.2 kg⋅m; 182 lb⋅ft) - 170 km/h (110 mph) 8.6 sec Single-speed automatic FWD 2023–present,,"""2023 BMW X1 revealed with electric iX1 option, confirmed for Australia"".","""2023 BMW X1 revealed with electric iX1 option, confirmed for Australia"".",,
,,,,Hybrid drivetrain Mild Hybrid (MHEV) Plug-in Hybrid (PHEV),,Rear motor: 247 N⋅m (25.2 kg⋅m; 182 lb⋅ft) 309 hp (230 kW; 313 PS) / 494 N⋅m (50.4 kg⋅m; 364 lb⋅ft) 180 km/h (110 mph) 5.6 sec AWD 2022–present,,"""2023 BMW X1 Adds New Looks, Big Screens For Small SUV"".","""2023 BMW X1 Adds New Looks, Big Screens For Small SUV"".",,
,,,,kWh lithium-ion (PHEV),,,,"2023 BMW X1 Specs, Features & Options Here's everything you need to know about e","2023 BMW X1 Specs, Features & Options Here's everything you need to know about each trim in the 2023 BMW X1 lineup.",,
,,,,kWh lithium-ion (iX1),,,,Vehicle Description This nicely optioned 1-owner 2023 BMW X1 in Storm Bay Metall,Vehicle Description This nicely optioned 1-owner 2023 BMW X1 in Storm Bay Metallic was a locally owned vehicle sold new by our store that will now be offered as a BMW Certified Pre-Owned Vehicle with extended manufacturer warranty.,,
,,,,,,,,Latest technology in the 2023 BMW X1: Compare all specifications and configurati,"Latest technology in the 2023 BMW X1: Compare all specifications and configurations of the 2023 BMW X1, special features and options, and check out specs and trims on CarBuzz Compare all trim levels of the 2023 BMW X1.",,
,,,,,,,,"As for which 2023 BMW X1 to buy, there's only one trim level, so it all comes do","As for which 2023 BMW X1 to buy, there's only one trim level, so it all comes down to options.",,
,,,,,,,,"I would option my 2023 BMW X1 xDrive28i with the M Sport Package, The Premium Pa","I would option my 2023 BMW X1 xDrive28i with the M Sport Package, The Premium Package, and for standalone options, I would add the Remote Engine Start, Heated Front Seats, and Steering Wheel.",,
,,,,,,,,Learn all about the new 2023 BMW X1 xDrive28i subcompact SUV and see which of th,Learn all about the new 2023 BMW X1 xDrive28i subcompact SUV and see which of the various option packages best suits your needs.,,
