Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2024,Buick,Envista,"Wheelbase 2,700 mm (106.3 in)","Layout Front-engine, front-wheel-drive",Transmission,,Predecessor Buick Encore (North America),"Wireless Android Auto and Apple CarPlay are offered, as well as over-the-air upd","Wireless Android Auto and Apple CarPlay are offered, as well as over-the-air updates and a surround-sound audio system. The front door panels and dashboard feature stitched elements, and the Avenir and ST trim levels feature embroidered head restraints logos. Black 18-inch alloy wheels are standard on the ST trim, with 19-inch wheels available.",,
,,,"Black 18-inch alloy wheels are standard on the ST trim, with 19-inch wheels available. Bright gray 19-inch alloy wheels are standard on the Avenir.",L LIH turbo I3,CVT (China),,"In China, the Envista is equipped with the GM small gasoline engine (LYX), a turbocharged 1.5-liter gasoline straight-four engine that produces 181 horsepower (135 kW) and 183 pound-feet (248 N⋅m) of torque paired with a continuously variable transmission.",,,,
,,,,L LYX turbo I4 (China),"In China, the Envista is equipped with the GM small gasoline engine (LYX), a turbocharged 1.5-liter gasoline straight-four engine that produces 181 horsepower (135 kW) and 183 pound-feet (248 N⋅m) of torque paired with a continuously variable transmission.",,"Black 18-inch alloy wheels are standard on the ST trim, with 19-inch wheels available. Bright gray 19-inch alloy wheels are standard on the Avenir.",,,,
,,,,"In China, the Envista is equipped with the GM small gasoline engine (LYX), a turbocharged 1.5-liter gasoline straight-four engine that produces 181 horsepower (135 kW) and 183 pound-feet (248 N⋅m) of torque paired with a continuously variable transmission.",,,,,,,
