Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,MINI,Hardtop,Sport compact / hot hatch (Cooper S & JCW),"Layout Front-engine, front-wheel-drive",Transmission CVT,"A race-prepared version, with rear-wheel drive, called the Mini Cooper S3, competed in the Belcar championship from 2002.",Predecessor Mini,The Rover Group (which was then owned by BMW) first unveiled the Mini hatch conc,The Rover Group (which was then owned by BMW) first unveiled the Mini hatch concept car at the 1997 Frankfurt International Motor Show.,,
,,,"Wheelbase 2,466 mm (97.1 in)",Engine,speed Steptronic automatic,,"A race-prepared version, with rear-wheel drive, called the Mini Cooper S3, competed in the Belcar championship from 2002.",Development of the car was conducted between 1995 and 2001 by Rover Group in Gay,"Development of the car was conducted between 1995 and 2001 by Rover Group in Gaydon, United Kingdom and BMW in Munich, Germany.",,
,,,"Length 2000–04 Base: 3,627 mm (142.8 in)",Diesel:,Transmission 6-speed manual / Steptronic,,"The addition of a supercharger to the Mk I Cooper S required that the battery be relocated into the rear of the car – leaving no room for a spare tyre, so the S models came with run-flat tyres.","During this development phase, there was continual contention between the two de","During this development phase, there was continual contention between the two design groups, especially concerning the positioning of the car; Rover wanted a straight economy car (which would also replace the Rover 100 Series, which had evolved from the Metro in a 1994 restyle), whilst BMW supported a small, sporting car.",,
,,,"–06 Base: 3,635 mm (143.1 in)",L BMW/PSA Prince turbo I4 (Cooper S),Transmission,,"The second generation was again offered in Japan at Japanese BMW locations 24 February 2007, and it continued to be in compliance with Japanese Government dimension regulations which supported sales of both the hatchback and the convertible.",The Cooper heritage is further emphasised with the John Cooper Works (JCW) range,The Cooper heritage is further emphasised with the John Cooper Works (JCW) range of tuning options.,,
,,,"Height 2001–04 Base: 1,420 mm (55.9 in)",In 2011 the Peugeot DV6 (Ford DLD-416) engine was replaced with the 1.6 and 2.0 BMW N47 Diesels.,speed manual,,"The Mini John Cooper Works Challenge is a purpose-built race car, based on the R56 Hardtop, and manufactured in the BMW Motorsport factory located in Munich. The Challenge was unveiled in 2007 at the Frankfurt IAA Motor Show.","The GP has more bolstered Recaro front seats but had no rear seats, which along","The GP has more bolstered Recaro front seats but had no rear seats, which along with reduced sound-deadening, removal of the rear wash-wipe system, optional air-conditioning and radio, and other weight-reduction steps, resulted in a weight saving of around 40 kg (88 lb) compared to a Cooper S.",,
,,,"–06 Base: 1,407 mm (55.4 in)","The car has a 1.6-litre, twin-scroll turbocharged engine that produces 155 kW (211 PS; 208 hp) at 6,000 rpm, along with 261 N⋅m (193 lb⋅ft) of torque. Acceleration from 0–100 km/h (62 mph) is claimed at 6.1 seconds, and braking time from 100–0 km/h is 3.1 seconds.",speed DCT,,The car was unveiled at the 2009 Mini United Festival in Silverstone.,The retro styling retains other classic Mini touches such as contrasting roof co,"The retro styling retains other classic Mini touches such as contrasting roof colours, optional bonnet stripes, optional rally lights, and black trim around the wheel arches and rocker panels that mimic the wide wheel flares found on many classic Minis. The Mini One and Mini Cooper were available with a ZF VT1F continuously variable transmission or with a conventional Midlands (Rover R65) 5-speed manual transmission (model years 2002–2004); the latter was replaced with a Getrag 52BG 5-speed",,
,,,"Wheelbase 2,467 mm (97.1 in)",L B38A15 Twinpower turbo I3 (Cooper),The 3-door Mini with an automatic transmission will reach 0–97 km/h (0–60 mph) in 7.3 seconds for the 1.5L 3-cylinder petrol model and in 6.4 seconds with the 2.0L 4-cylinder petrol engine.,,Mini Cooper S with Union Jack paintwork design,"It uses the Prince engine, the architecture of which is shared with PSA Peugeot","It uses the Prince engine, the architecture of which is shared with PSA Peugeot Citroën and is designed to be more cost-effective and fuel-efficient, and is manufactured at the BMW Hams Hall engine plant in Warwickshire, Great Britain. The engineering was done in the United Kingdom by BMW Group UK Engineering, in Munich, Germany at BMW Group headquarters, and by other third parties, BMW Group hired Italdesign Giugiaro (IDG) in Turin, to coordinate the engineering, including the development a",,
,,,"The Mini John Cooper Works GP is a limited-edition model run of 2000 units. The GP is a fast road and track focused performance edition, and a celebration before the new Mini variant arrives.","L B37C15 Twinpower turbodiesel I3 (One D, Cooper D)","speed manual 55 kW (75 PS; 74 hp) 150 N⋅m (111 lb⋅ft) 165 km/h (103 mph) 13.4s 1,165 kg (2,568 lb)",,"At the London 2012 Olympic Games, a set of quarter scale remote-controlled Minis delivered throwing equipment, loaded into the car through the sun roof, to the athletes.","All Mk II models with optional Dynamic Stability Control (DSC) also include ""Hil","All Mk II models with optional Dynamic Stability Control (DSC) also include ""Hill Assist"", which prevents the car from rolling backwards on an incline by holding the brakes for 2 seconds after the driver releases the brake pedal, allowing the driver time to engage the accelerator pedal without the vehicle drifting down-hill.",,
,,,"Wheelbase 2,495 mm (98.2 in)",L B47D20 Twinpower turbo I4 (Cooper SD),[6-speed auto] LCI (2018–) 6-speed manual [7-speed DCT],,Predecessor Mini Coupé and Roadster (F57),DSC became standard on all Minis from September 2008.,DSC became standard on all Minis from September 2008.,,
,,,"Production was limited to 3,000 units, with a MSRP of $44,900 (USD).",Electric motor 135 kW (181 hp) Synchronous Electric Motor (Cooper SE),"Cooper 1.5 L (1,499 cc) 3 6-speed manual",,Predecessor Mini Electric,Safety Euro NCAP test results MINI Cooper 1.6 (RHD) (2007) Test Score,"Safety Euro NCAP test results MINI Cooper 1.6 (RHD) (2007) Test Score Rating Adult occupant: 33 Child occupant: 29 Pedestrian: 14 Safety ANCAP test results Mini Cooper (2007) Test Score Overall Frontal offset 13.02/16 Side impact 14.49/16 Pole 2/2 Seat belt reminders 0/3 Whiplash protection Not Assessed Pedestrian protection Marginal Electronic stability control Optional Model range Hatch (facelift) Cabrio (facelift) The Mk II range was launched with the One, Coope",,
,,,,,,,,"The front and rear bumpers were redesigned, union jack taillights now came as st","The front and rear bumpers were redesigned, union jack taillights now came as standard as well as LED headlights.",,
,,,,,,,,Further criticism has also centred upon the overstyled nature of the exterior de,"Further criticism has also centred upon the overstyled nature of the exterior design. The Mini is also the first in its segment to offer LED headlamps for its main and dipped beams as an option. With its larger exterior dimensions, the all-new Mini provides more space for its four occupants and luggage, with enhanced shoulder space and larger footwells.",,
,,,,,,,,Boot volume has been increased by more than 30% to 211 litres. When using on,"Boot volume has been increased by more than 30% to 211 litres. When using only 2 seats in the car, boot capacity increases up to 731 litres. The dashboard retains its instrument layout, but adds a new instrument binnacle on the steering column for the speedometer, tachometer, and fuel gauge.",,
,,,,,,,,The central instrument display now houses a four-line TFT display with the optio,The central instrument display now houses a four-line TFT display with the option to upgrade to an 8.8 inch screen for navigation and infotainment functions. Mini John Cooper Works GP (2020) John Cooper Works GP The third generation of the Mini John Cooper Works GP first appeared as a concept car in the IAA Cars 2017 with a track ready race-track character.,,
,,,,,,,,The suspension is even stiffer and lower than a standard JCW and the turbocharge,The suspension is even stiffer and lower than a standard JCW and the turbocharger was redesigned for more boost pressure.,,
,,,,,,,,A heavily refreshed version of the third-generation Mini Hatch is sold alongside,A heavily refreshed version of the third-generation Mini Hatch is sold alongside this generation since 2024 as the internal combustion engined (ICE) option.,,
,,,,,,,,"The quirky controls found in Minis, such as non-standard windscreen wiper or int","The quirky controls found in Minis, such as non-standard windscreen wiper or interior lighting switches, were counted both as ""problems"" that hurt Mini's ranking in the Initial Quality Survey, and also as distinguishing ""idiosyncrasies"" that, over time, made owners grow to love the cars.",,
,,,,,,,,"""The 2025 F66 MINI Cooper Family Will Get Only One Transmission Option - Motorin","""The 2025 F66 MINI Cooper Family Will Get Only One Transmission Option - MotoringFile"".",,
