Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,Jaguar Land Rover Premium Transverse Architecture (2019–present),"Front-engine, all-wheel-drive",,,–speed Getrag M66EH50 manual,,,,,,,,,"Introduced in late 2014, it replaces the Freelander in a revised Land Rover range of vehicles, with Discovery joining Range Rover as a sub-brand. Contrary to its predecessor, the slightly larger car is also available in a seven seat layout.",Various emergency spare wheels options are available depending on vehicle config,"Various emergency spare wheels options are available depending on vehicle configuration: a full-size spare wheel mounted internally under the floor of the load area, or if the 5+2 seating option is fitted it a 'space-saver' spare wheel mounted on the underside of the car was to be used.",,
,,,"Wheelbase 2,741 mm (107.9 in)",Engine,,,Speed Aisin automatic (PHEV),,,,,,,,,"The pre-facelift Discovery Sport is based on the JLR D8/LR-MS platform, customised for off-road applications, and is powered by a range of four cylinder petrol and diesel engines. It is the first Discovery built with a unibody structure.",The standard system is the Haldex Traction fifth generation system.,The standard system is the Haldex Traction fifth generation system.,,
,,,"Land Rover described the facelifted Discovery Sport as being based on the JLR PTA platform, a rebrand of the D8. It is also used by the Jaguar E-Pace and L551 version of Range Rover Evoque.",L Ingenium I3 turbo (P300e),,,Transmission,,,,,,,,,,"The exterior received updated front and rear bumpers with a widened track, new f","The exterior received updated front and rear bumpers with a widened track, new front and rear LED lighting, updated grille design, new lower side mouldings and new alloy wheel designs with the option of 21-inch wheels for the first time.",,
,,,Land Rover Discovery Sport SE Tech (rear),Electric motor,,,"The Discovery Sport is manufactured with either a 9–speed ZF 9-HP automatic gearbox or a 6–speed Getrag M66EH50 manual gearbox, both of which are also available on the Range Rover Evoque.",,,,,,,,,,The entry-level Discovery Sport S establishes the foundation for the Land Rover,The entry-level Discovery Sport S establishes the foundation for the Land Rover compact luxury SUV offering with a comprehensive suite of standard features.,,
,,,"The engines in the Discovery Sport are mounted transversely, which creates additional interior space.","The pre-facelift Discovery Sport is based on the JLR D8/LR-MS platform, customised for off-road applications, and is powered by a range of four cylinder petrol and diesel engines. It is the first Discovery built with a unibody structure.",,,,,,,,,,,,,,,,
,,,Discovery Sport showing seven seats,Engines,,,,,,,,,,,,,,,,
,,,"The Discovery Sport is manufactured at the Jaguar Land Rover Halewood assembly facility, in Halewood, Liverpool, United Kingdom, alongside the Range Rover Evoque.",Jaguar Land Rover Ingenium engine,,,,,,,,,,,,,,,,
,,,Land Rover Discovery Sport all variants,"The engines in the Discovery Sport are mounted transversely, which creates additional interior space.",,,,,,,,,,,,,,,,
,,,Land Rover Discovery Sport all variants excluding PHEV,Land Rover Discovery Sport 2.2 diesel SE (RHD) (2014),,,,,,,,,,,,,,,,
,,,Land Rover Discovery Sport 2.2 diesel SE (RHD) (2014),,,,,,,,,,,,,,,,,
,,,Land Rover Discovery Sport (2022),,,,,,,,,,,,,,,,,
