Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Nissan,Z,Z,3.0L V6 (SIDI),3.0L V6,,Manual 6-spd,Rear-Wheel Drive,Premium Gasoline,Two Seaters,6,3.0,18,24,20,,,,,
2023,Nissan,Z,Z,3.0L V6 (SIDI),3.0L V6,,Automatic (S9),Rear-Wheel Drive,Premium Gasoline,Two Seaters,6,3.0,19,28,22,,,,,
