Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Nissan,Armada,2WD,5.6L V8 (SIDI),5.6L V8,,Automatic (S7),Rear-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 2WD,8,5.6,14,19,16,,,,,
2023,Nissan,Armada,4WD,5.6L V8 (SIDI; LDT),5.6L V8,,Automatic (S7),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,8,5.6,13,18,15,,,,,
2023,Nissan,Armada,4WD,5.6L V8 (SIDI; MDPV),5.6L V8,,Automatic (S7),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,8,5.6,13,18,15,,,,,
