Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,Toyota,Corolla Hatchback,[Brochure Summary],,,,,,,,,,,,,,,,suede seating,[Brochure] suede seating | [Backfilled from 2026]
