Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,Motorsports,Toyota Prius Plug-in Hybrid/Prime (XW60),,,,,,,,,,,,"The Canadian market Prius is available in two trims: XLE and Limited. Both are powered with the M20A-FXS engine, and include AWD.",All trims are powered with the M20A-FXS engine; AWD is optional on all. In 2,"All trims are powered with the M20A-FXS engine; AWD is optional on all. In 2024, for the 2025 model year, the Nightshade trim was added, based on the XLE trim. Canada The Canadian market Prius is available in two trims: XLE and Limited.",,
,,,A Toyota Prius apr GT at Sportsland SUGO,Engine,,,,,,,,,,,,US: Kelley Blue Book Best New Model Award 2024.,Ambient lighting is standard on XLE HEV and XSE PHEV trims. Safety T,Ambient lighting is standard on XLE HEV and XSE PHEV trims. Safety The Prius holds the 2023 IIHS Top Safety Pick+.,,
,,,,,,,,,,,,,,,,,"""Toyota Adds to Prius Lineup With Smallest Hybrid"".","""Toyota Adds to Prius Lineup With Smallest Hybrid"".",,
,,,,,,,,,,,,,,,,,"The sales figure includes the Prius liftback, Prius v, Prius c and Prius PHV.","The sales figure includes the Prius liftback, Prius v, Prius c and Prius PHV.",,
,,,,,,,,,,,,,,,,,UK Advertising Standards Authority.,UK Advertising Standards Authority.,,
,,,,,,,,,,,,,,,,,See toyota.com for information about options/packages commonly available in your,See toyota.com for information about options/packages commonly available in your area.,,
,,,,,,,,,,,,,,,,,"If you would prefer a vehicle without any or with different options, contact you","If you would prefer a vehicle without any or with different options, contact your dealer to check for current availability or the possibility of placing a special order.",,
,,,,,,,,,,,,,,,,,"For an exhuastive look at all 2021 Toyota Prius specs, features and options, che","For an exhuastive look at all 2021 Toyota Prius specs, features and options, check out Kelley Blue Book's specs page.",,
,,,,,,,,,,,,,,,,,2021 Toyota Prius Configurations Select up to 3 trims below to compare some key,2021 Toyota Prius Configurations Select up to 3 trims below to compare some key specs and options for the 2021 Toyota Prius.,,
,,,,,,,,,,,,,,,,,Latest technology in the 2021 Toyota Prius: Compare all specifications and confi,"Latest technology in the 2021 Toyota Prius: Compare all specifications and configurations of the 2021 Toyota Prius, special features and options, and check out specs and trims on CarBuzz Comparison of all 2021 Toyota Prius Trims based on engine, transmission, interior, exterior, features, entertainment, safety and warranty.",,
,,,,,,,,,,,,,,,,,"But, in the past few years, buyers have been able to get the Toyota Prius with o","But, in the past few years, buyers have been able to get the Toyota Prius with option for all-wheel drive.",,
