Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Toyota,Supra,Class Sports car/grand tourer (S),"Layout Front-engine, rear-wheel-drive",,,Transmission,,,,,,,,,Predecessor Toyota Celica (A20/A30),"It was available with two straight-six engines and five trim packages, beginning","It was available with two straight-six engines and five trim packages, beginning with the 2600G, 2600S, 2000G, 2000S and the entry-level 2000L. Six exterior body colours were offered, while cloth upholstery patterns were specific to the trim package in burgundy, brown or dark blue.",,
,,,"Wheelbase 2,630 mm (103.5 in)",Wipers were two-speed with an intermittent wipe and a rear wiper with electric defrost was included.,,,speed A40D automatic,,,,,,,,,"Also in 1980 (for the 1981 model year), a new Sports Performance Package became an option, which included sport suspension, raised white letter tyres, and front and rear spoilers. This also marked the last year that an 8-track tape player was offered in any Supra.","Aluminium alloy wheels were only offered on the ""G"" trim package.","Aluminium alloy wheels were only offered on the ""G"" trim package.",,
,,,The official Supra site also notes that there was an addition of optional leather-trimmed seating and automatic climate-control.,The Supra was first exported outside Japan in January 1979. The federalized model was originally equipped with a 110 hp (82 kW; 112 PS) 2.6-litre 12-valve SOHC inline-6 engine.,,,speed A43D automatic,,,,,,,,,The second generation of the Supra came in a variety of options around the world as well as only being offered during select years.,"Power windows with driver-side express down, cruise control, power steering, AM/","Power windows with driver-side express down, cruise control, power steering, AM/FM Stereo with a separate cassette player, and rear split folding seats were all standard.",,
,,,"Supra with Sports Performance Package (MA47, US)",Code Year Engine Power Torque Transmission Market,,,Wipers were two-speed with an intermittent wipe and a rear wiper with electric defrost was included.,,,,,,,,,"The Supra in Australia was sold from 1983 to 1986 had a digital instrument cluster, fender flares, 14x7-inch wheels, 84 style lights, single piece spoiler, LSD and optional sunroof. This was the only variant and no L Type model was offered.",Transmission options for the model were either a 5-speed manual (W50) or an opti,Transmission options for the model were either a 5-speed manual (W50) or an optional 4-speed automatic transmission (A40D).,,
,,,"Wheelbase 2,614 mm (102.9 in)","MA46 Apr 1978 – Aug 1980 2,563 cc (2.6 L; 156.4 cu in) 4M-E I6 140 PS (103 kW; 138 hp)",,,Code Year Engine Power Torque Transmission Market,,,,,,,,,"In 1996, for the 1997 model year, manual transmission returned for the turbo engine in the US along with a redesign of the taillights, headlights, front turn signal, front fascia, polished wheels, wheel center caps and other minor changes such as the radio.",The car also came standard with 4-wheel disc brakes and featured a four-link rea,"The car also came standard with 4-wheel disc brakes and featured a four-link rear suspension with coil springs, lateral track bar, and stabilizer bar.",,
,,,"Wheelbase 2,596 mm (102.2 in)",hp (82 kW; 112 PS) 136 lb⋅ft (184 N⋅m) Japan,,,"MA45 Apr 1978 – Aug 1980 1,988 cc (2.0 L; 121.3 cu in) M-EU I6 125 PS (92 kW; 123 hp) 136 lb⋅ft (184 N⋅m) 5-speed W50 manual",,,,,,,,,"In the US the ""15th Anniversary Edition"" was unveiled. 1,379 units were produced – 384 units with special Deep Jewel Green Pearl paint. The interior has ""Limited Edition 15th Anniversary Supra"" emblems.",The interior of the Supra had optional power windows and power locks as part of,The interior of the Supra had optional power windows and power locks as part of the convenience package.,,
,,,–1993 Toyota Supra 2.5GT Twin-turbo Limited (Japan),"MA47 Aug 1980 – Jul 1981 2,759 cc (2.8 L; 168.4 cu in) 5M-E I6 116 hp (87 kW; 118 PS) 145 lb⋅ft (197 N⋅m) 5-speed W50 manual",,,speed A40D automatic Japan,,,,,,,,,"In July 2018, a pre-production version of the GR Supra was shown with a camouflage paint scheme at the 2018 Goodwood Festival of Speed which was confirmed to be a collaboration between Toyota and BMW with the new BMW Z4 (G29).",The convenience package also included cruise control and special door trim with,The convenience package also included cruise control and special door trim with door pull straps with an optional sunroof.,,
,,,"Wheelbase 2,550 mm (100.4 in)",cc M-TE/TEU turbo I6,,,"MA47 Aug 1980 – Jul 1981 2,759 cc (2.8 L; 168.4 cu in) 5M-E I6 116 hp (87 kW; 118 PS) 145 lb⋅ft (197 N⋅m) 5-speed W50 manual",,,,,,,,,– Redesign implemented. Turbo model's power output increased to 173 kW (232 hp; 235 PS) & 250 lb⋅ft (339 N⋅m).,"As for standard features, in the centre console there was an extendable map ligh","As for standard features, in the centre console there was an extendable map light and a flip-top armrest, which provided storage.",,
,,,"The ""Aero Top"" targa model was only available for GZ and SZ models, while the RZ received Bilstein sport shock absorber as standard. In all trims, the rear spoiler was optional.","From August 1982 to 1983, the Celica XX, as it was named in Japan, had fender mirrors and came in four models depending on the engine:",,,speed A43D automatic world,,,,,,,,,,On the exterior were redesigned side view mirrors and 14x51⁄2 inch aluminium whe,On the exterior were redesigned side view mirrors and 14x51⁄2 inch aluminium wheels were standard (the previous year had steel wheels with plastic wheel covers as standard and the aluminium wheels were optional).,,
,,,Motorsport,"GT Twin Cam 24: 1,988 cc (1.988 L; 121.3 cu in) DOHC 1G-GEU 160 PS (118 kW; 158 hp) and 134 lb⋅ft (182 N⋅m) of torque.",,,speed W57 manual,,,,,,,,,,"1980 1981 Supra with Sports Performance Package (MA47, US) In August 1980","1980 1981 Supra with Sports Performance Package (MA47, US) In August 1980 (for the 1981 model year), the Supra received an upgrade in displacement with the 2.8-litre 5M-E engine shared with the Crown (S110).",,
