Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2024,Toyota,bZ4X,"Transmission BluE Nexus ""eAxle""",Electric motor,,,"Transmission BluE Nexus ""eAxle""","Toyota bZ4X AWD (YEAM15, Europe)",,,,,,,,"Transmission BluE Nexus ""eAxle""","However, AWD models with the CATL battery were subject to criticism, as charging","However, AWD models with the CATL battery were subject to criticism, as charging from 0–80% could take up to one hour, and vehicles were limited to three fast-charging sessions per day. An optional roof-mounted solar panel system can generate enough electricity to provide an estimated 1,800 km (1,100 miles) of range per year. The vehicle was originally announced to support bidirectional charging and act as a power supply in vehicle-to-home (V2H) or vehicle-to-load (V2L) applications, bu",,
,,,"Wheelbase 2,850 mm (112.2 in)",kW (201 hp; 204 PS) (XEAM10),,,,×1XM AC permanent magnet synchronous (FWD),,,,,,,,Predecessor Toyota RAV4 EV,"The onboard AC charger has been upgraded from a 7.6 kW unit to an 11 kW unit, im","The onboard AC charger has been upgraded from a 7.6 kW unit to an 11 kW unit, improving Level 2 charging performance. For the North American market, the vehicle adopts the North American Charging Standard (NACS) port.",,
,,,FWD XEAM10 1× BluE Nexus eAxle 1XM 150 kW (201 hp; 204 PS) 266 N⋅m (196 lb⋅ft) 567 km (352 mi),kW (164 hp; 166 PS) (Standard Range FWD),,,,×2XM AC permanent magnet synchronous (FWD),,,,,,,,FWD XEAM10 1× BluE Nexus eAxle 1XM 150 kW (201 hp; 204 PS) 266 N⋅m (196 lb⋅ft) 567 km (352 mi),"Modifications over standard form include all-terrain tyres, full size spare whee","Modifications over standard form include all-terrain tyres, full size spare wheel, cargo barrier and a pedestrian alert system.",,
,,,AWD YEAM15 2× BluE Nexus eAxle 1YM 80 kW (107 hp; 109 PS) per motor;,kW (221 hp; 224 PS) (Long Range FWD),,,,×3XM AC permanent magnet synchronous (AWD),,,,,,,,AWD YEAM15 2× BluE Nexus eAxle 1YM 80 kW (107 hp; 109 PS) per motor;,The capacity options were 50.3 kWh and 66.7 kWh with a CLTC range of 400 km (250,"The capacity options were 50.3 kWh and 66.7 kWh with a CLTC range of 400 km (250 mi) and 615 km (382 mi) respectively. After a series of price cuts due to slow sales, Toyota released an update for the bZ4X in November 2023.",,
,,,"For the unrelated ICE-based model, see Subaru Outback.",kW (338 hp; 343 PS) (Long Range AWD),,,,kW (164 hp; 166 PS) (Standard Range FWD),,,,,,,,"Exterior changes include revised styling, most notably the adoption of Toyota's new ""Hammerhead""-style front fascia, as well as the replacement of the divisive black plastic overfenders with available color-matched panels for select colors.","A four-wheel drive option became available, the 50.3 kWh battery option was remo","A four-wheel drive option became available, the 50.3 kWh battery option was removed, and the exterior plastic body claddings became body colored.",,
,,,Headlights (Limited and XLE trims after 2025) Good,kWh PPES lithium-ion,,,,kW (338 hp; 343 PS) (Long Range AWD),,,,,,,,"Compared to the standard bZ4X, the bZ4X Touring / bZ Woodland is 140 mm (5.5 in) longer, 20 mm (0.79 in) taller for additional cargo space, and has standard roof rails. It has a single battery option, the 74.7 kWh pack.","It has a single battery option, the 74.7 kWh pack. The vehicle's AWD system","It has a single battery option, the 74.7 kWh pack. The vehicle's AWD system includes driving modes for Snow/Dirt and Deep Snow/Mud.",,
,,,Headlights (XLE trim before 2025) Marginal,kWh CATL lithium-ion,,,,kW DC CCS (FWD & European AWD),,,,,,,,"In North America, both the Toyota bZ Woodland and Subaru Trailseeker are offered. Both models are only offered as all-wheel drive, and the bZ Woodland is only marketed in a single fully equipped trim.",A standard NACS charge port at the right fender of the vehicle allows for rechar,"A standard NACS charge port at the right fender of the vehicle allows for recharging at Tesla Supercharger stations, and the maximum DC charging rate is 150 kW. Toyota bZ Woodland bZ Woodland (rear view) Subaru Trailseeker Safety On 23 June 2022, Toyota and Subaru recalled 2,700 bZ4Xs and 2,600 Solterras due to the possibility that wheels could come loose.",,
,,,,kW DC CCS (FWD & European AWD),,,,FWD XEAM10 1× BluE Nexus eAxle 1XM 150 kW (201 hp; 204 PS) 266 N⋅m (196 lb⋅ft) 567 km (352 mi),,,,,,,,,,,,
,,,,kW DC CCS (North American AWD),,,,AWD YEAM15 2× BluE Nexus eAxle 1YM 80 kW (107 hp; 109 PS) per motor;,,,,,,,,,,,,
,,,,"The Toyota bZ4X (marketed as simply the Toyota bZ in North America and Ireland since 2025) is a battery electric compact crossover SUV manufactured by Toyota. A Subaru version is marketed as the Subaru Solterra. Lexus also offers a sibling model of the bZ4X, the Lexus RZ.",,,,"Toyota bZ4X AWD (facelift, Europe)",,,,,,,,,,,,
