Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
1996,Isuzu,Trooper,Trooper,3.2L V6 ((FFS)),3.2L V6,,Automatic 4-spd,All-Wheel Drive,Regular Gasoline,Special Purpose Vehicles,6,3.2,13,17,14,,,,,
1996,Isuzu,Trooper,Trooper,3.2L V6 ((FFS)),3.2L V6,,Manual 5-spd,All-Wheel Drive,Regular Gasoline,Special Purpose Vehicles,6,3.2,14,17,15,,,,,
