Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Jeep,Grand Cherokee,Body style 5-door sport utility vehicle,"Front-engine, rear-wheel-drive",,,Transmission 5-speed automatic W5A580,"Curb weight 4,533 lb (2,056 kg) (V6 RWD)",,,,,,,,"The Jeep Grand Cherokee is a range of mid-sized sport utility vehicles produced by American manufacturer Jeep. At its introduction, while most SUVs were still manufactured with body-on-frame construction, the Grand Cherokee has used a unibody chassis from the start.","The base model included features such as full instrumentation, a cloth interior,","The base model included features such as full instrumentation, a cloth interior, and a standard five-speed manual transmission, while gaining the ""SE"" moniker for the 1994 model year.",,
,,,"–2010 3.7 L V6 225 CID (3,687 cc) 215 hp (218 PS; 160 kW) 235 lb⋅ft (319 N⋅m; 32 kg⋅m) Base, Laredo, Laredo X, Limited",Engines,,,speed automatic 65RFE,Hybrid drivetrain PHEV (4xe) MHEV (eTorque),,,,,,,,"The Grand Cherokee received a minor facelift for 2004, including round fog lamps, a lower front fascia, and a new body color-matched inset grille design.",Additional standard features included a driver-side airbag and a four-wheel anti,Additional standard features included a driver-side airbag and a four-wheel antilock braking system (ABS).,,
,,,"–2007 4.7 L V8 287 CID (4,698 cc) 230 hp (233 PS; 172 kW) 295 lb⋅ft (400 N⋅m; 41 kg⋅m) Laredo, Laredo X, Limited",Years Engine Displacement Power Torque Notes,,,speed automatic 845RE,,,,,,,,,"–2002 3.1 L turbodiesel straight-5 3.1 liters (189 CID) 140 hp (142 PS; 104 kW) 271 lb⋅ft (367 N⋅m; 37 kg⋅m) Not available in North America, manufactured by VM Motori",The Laredo was the mid-scale model with standard features that included power wi,"The Laredo was the mid-scale model with standard features that included power windows, power door locks, cruise control, and a leather-wrapped steering wheel.",,
,,,"–2009 4.7 L V8 287 CID (4,698 cc) 305 hp (309 PS; 227 kW) 334 lb⋅ft (453 N⋅m; 46 kg⋅m) Laredo, Laredo X, Limited",–1995 4.0 L Straight-6 242 CID 190 hp (193 PS; 142 kW) 225 lb⋅ft (305 N⋅m; 31 kg⋅m),,,speed automatic 850RE,,,,,,,,,"–2005 2.7 L CRD diesel straight-5 2.7 liters (165 CID) 163 hp (165 PS; 122 kW) 295 lb⋅ft (400 N⋅m; 41 kg⋅m) Not available in North America, manufactured by Mercedes-Benz","The Limited also boasted standard features such as leather seating, heated mirro","The Limited also boasted standard features such as leather seating, heated mirrors, front power seats, a keyless entry system, woodgrain interior appliqué, lace-style alloy wheels, a driver information center with a compass, digitized climate control, an electrochromic rearview mirror, and Jensen brand stereo with a multiband equalizer.",,
,,,"–2008 5.7 L Hemi V8 345 CID (5,654 cc) 325 hp (330 PS; 242 kW) 369 lb⋅ft (500 N⋅m; 51 kg⋅m) Laredo X, Limited, Overland",–1998 4.0 L Straight-6 242 CID 185 hp (188 PS; 138 kW) 220 lb⋅ft (298 N⋅m; 30 kg⋅m) new emission standards introduced,,,speed automatic 8HP70,,,,,,,,,"–2010 3.7 L V6 225 CID (3,687 cc) 215 hp (218 PS; 160 kW) 235 lb⋅ft (319 N⋅m; 32 kg⋅m) Base, Laredo, Laredo X, Limited","By 1996, the options list grew to include heated seats.","By 1996, the options list grew to include heated seats.",,
,,,"–2010 5.7 L Hemi V8 345 CID (5,654 cc) 357 hp (362 PS; 266 kW) 389 lb⋅ft (527 N⋅m; 54 kg⋅m) Laredo X, Limited, Overland",–1994 5.2 L V8 318 CID 220 hp (223 PS; 164 kW) 285 lb⋅ft (386 N⋅m; 39 kg⋅m),,,Electric motor Rear 33 kW (44 hp; 45 PS) FCA IPMSM and 100 kW (134 hp; 136 PS) integrated transmission-traction motor (4xe),,,,,,,,,"–2007 4.7 L V8 287 CID (4,698 cc) 230 hp (233 PS; 172 kW) 295 lb⋅ft (400 N⋅m; 41 kg⋅m) Laredo, Laredo X, Limited","Standard was the 4.0 L engine, with the 5.2 L V8 (and 5.9 L in 1998) being optio","Standard was the 4.0 L engine, with the 5.2 L V8 (and 5.9 L in 1998) being optional, as with other models.",,
,,,"–2010 Europe/ 2007–2009 North America 3.0 L Mercedes-Benz OM642 V6 182 CID (2,988 cc) 215 hp (218 PS; 160 kW) 376 lb⋅ft (510 N⋅m; 52.0 kg⋅m) CRD, Predator, Model S, Laredo X, Limited, Overland",–1998 5.2 L V8 318 CID 220 hp (223 PS; 164 kW) 300 lb⋅ft (407 N⋅m; 41 kg⋅m),,,Transmission 8-speed Torqueflite 850RE automatic,,,,,,,,,"–2009 4.7 L V8 287 CID (4,698 cc) 305 hp (309 PS; 227 kW) 334 lb⋅ft (453 N⋅m; 46 kg⋅m) Laredo, Laredo X, Limited","Package groups with various trim levels included fog lamps and skid plates, as w","Package groups with various trim levels included fog lamps and skid plates, as well as convenience, lighting, luxury, power, security, and trailer-towing packages.",,
,,,"Wheelbase 114.8 in (2,915 mm)",–1998 2.5 L TURBO DIESEL VM Motori/Detroit Diesel 115 hp (86 kW; 117 PS) 221 lb⋅ft (300 N⋅m; 31 kg⋅m) Not Available in North America,,,Transmission parking pawl,,,,,,,,,"–2008 5.7 L Hemi V8 345 CID (5,654 cc) 325 hp (330 PS; 242 kW) 369 lb⋅ft (500 N⋅m; 51 kg⋅m) Laredo X, Limited, Overland","Other features included a standard 180-watt, 10-speaker Infinity Gold sound syst","Other features included a standard 180-watt, 10-speaker Infinity Gold sound system with a rear roof-mounted soundbar, standard sunroof, and an interior swaddled with unique ""calf's nap"" soft leather and faux wood trim.",,
,,,"Wheelbase 116.7 in (2,964 mm) (SWB)","–2002 3.1 L turbodiesel straight-5 3.1 liters (189 CID) 140 hp (142 PS; 104 kW) 271 lb⋅ft (367 N⋅m; 37 kg⋅m) Not available in North America, manufactured by VM Motori",,,,,,,,,,,,Predecessor Jeep Grand Cherokee (WK),A 10-CD changer was also available with the Infinity Audio package.,A 10-CD changer was also available with the Infinity Audio package.,,
,,,"The base engine on all non-PHEV Grand Cherokees is the 3.6 L Pentastar V6 gasoline engine, producing 290 hp (294 PS; 216 kW), and 257 lb⋅ft (348 N⋅m; 36 kg⋅m) of torque.",–2004 (1999–2005 outside North America) 4.0 L straight-6 4.0 liters (242 CID) 195 hp (198 PS; 145 kW) 230 lb⋅ft (312 N⋅m; 32 kg⋅m),,,,,,,,,,,,"The Grand Cherokee SRT8, which started production on July 16, 2011, is equipped with a 470-horsepower (350 kW; 477 PS) 6.4 L Hemi V8 engine. Jeep claims the new SRT8 gets 13 percent better fuel economy than its predecessor.","The optional engine, available on all non-PHEV Grand Cherokee trims aside from t","The optional engine, available on all non-PHEV Grand Cherokee trims aside from the Laredo, Altitude, and Limited, is the 5.7 L Hemi V8 gasoline engine with the Multi Displacement System (MDS) cylinder deactivation system, producing 360 horsepower (365 PS; 268 kW), and 390 lb⋅ft (529 N⋅m; 54 kg⋅m) of torque.",,
,,,,,,,,,,,,,,,,"–2021 5.7 L Hemi V8 345 CID (5,654 cc) 360 hp (365 PS; 268 kW) 390 lb⋅ft (529 N⋅m; 54 kg⋅m) Laredo X (up to 2013), Altitude (up to 2013), Limited, Sterling Edition, Trailhawk, Overland, High Altitude, Summit",The Quadra-Lift system can raise or lower the vehicle to different heights and i,The Quadra-Lift system can raise or lower the vehicle to different heights and is standard on all Trailhawk models.,,
,,,,,,,,,,,,,,,,Jeep Grand Cherokee L Laredo IIHS scores,"At the 2022 New York International Auto Show (NYIAS), Jeep introduced the 2022 G","At the 2022 New York International Auto Show (NYIAS), Jeep introduced the 2022 Grand Cherokee 4xe High Altitude Edition Package.",,
,,,,,,,,,,,,,,,,"Jeep Cherokee (SJ), the similarly named 1974–1983 predecessor","Available on both Summit and Summit Reserve trims, the High Altitude Edition Pac","Available on both Summit and Summit Reserve trims, the High Altitude Edition Package features dark exterior accents and unique 21-inch wheels.",,
