Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2003,Jeep,Grand Cherokee,[Brochure Summary],,,,,,,,,,,,,,,,Infinity audio | leather-trimmed seating; Infinity audio | leather-trimmed seating; Infinity audio | leather-trimmed seating; Infinity audio | leather-trimmed seating,[Brochure] Infinity audio | leather-trimmed seating | [Brochure] Infinity audio | leather-trimmed seating | [Brochure] Infinity audio | leather-trimmed seating | [Brochure] Infinity audio | leather-trimmed seating
