Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2006,Jeep,Liberty,[Brochure Summary],,,,,,,,,,,,,,,,Premium cloth; Leather-trimmed seating; Premium cloth; Leather-trimmed seating; Premium cloth; Leather-trimmed seating; Premium cloth; Leather-trimmed seating,[Brochure] Premium cloth; Leather-trimmed seating | [Brochure] Premium cloth; Leather-trimmed seating | [Brochure] Premium cloth; Leather-trimmed seating | [Brochure] Premium cloth; Leather-trimmed seating | [Backfilled from 2007]
