Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2007,Jeep,Liberty,[Brochure Summary],,,,,,,,,,,,,,,,Premium cloth; Leather-trimmed seating; Premium cloth; Leather-trimmed seating; Premium cloth; Leather-trimmed seating; Premium cloth; Leather-trimmed seating,[Brochure] Premium cloth; Leather-trimmed seating | [Brochure] Premium cloth; Leather-trimmed seating | [Brochure] Premium cloth; Leather-trimmed seating | [Brochure] Premium cloth; Leather-trimmed seating
