Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Toyota,Crown,AWD,Hybrid 2.4L I4 (SIDI & PFI; Hybrid),2.4L I4,,Automatic (AV-S6),All-Wheel Drive,Regular Gasoline,Midsize Cars,4,2.4,29,32,30,,,,,
2023,Toyota,Crown,AWD,Hybrid 2.5L I4 (SIDI & PFI; Hybrid),2.5L I4,,Automatic (variable gear ratios),All-Wheel Drive,Regular Gasoline,Midsize Cars,4,2.5,42,41,41,,,,,
