Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Toyota,GR 86,GR 86,2.4L I4 (SIDI & PFI),2.4L I4,,Automatic (S6),Rear-Wheel Drive,Premium Gasoline,Minicompact Cars,4,2.4,21,31,25,,,,,
2023,Toyota,GR 86,GR 86,2.4L I4 (SIDI & PFI),2.4L I4,,Manual 6-spd,Rear-Wheel Drive,Premium Gasoline,Minicompact Cars,4,2.4,20,27,22,,,,,
