Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Volvo,EX90,"Wheelbase 2,984 mm (117.5 in)",Electric motor 2× permanent magnet synchronous,,,Production Battery Battery capacity DC Charging Range (WLTP) Power Torque 0–100 km/h (0–62 mph) Top speed Drive,"Rear-motor, rear-wheel drive",,,,,,,,,All models are electronically limited up to 180 km/h (112 mph). The EX90 is,All models are electronically limited up to 180 km/h (112 mph). The EX90 is equipped with Lidar technology by Luminar fitted as standard across the range to detect pedestrians up to 250 m (820 ft) away.,,
,,,Sports sedan/estate S60/V60 T8 PSE,kW (279 hp; 283 PS) (RWD),,,,kW (279 hp; 283 PS) (RWD),,,,,,,,,,,,
,,,,kW (402 hp; 408 PS),,,,kW 460 km (286 mi) 205 kW (275 hp) 490 N⋅m (361 lb⋅ft) 8.4 s 180 km/h (112 mph) RWD,,,,,,,,,,,,
,,,,"kW (496 hp; 503 PS) (Performance, US)",,,,km (289 mi) 300 kW (402 hp) 770 N⋅m (568 lb⋅ft) 5.9 s AWD,,,,,,,,,,,,
,,,,kW (510 hp; 517 PS) (Performance),,,,,,,,,,,,,,,,
,,,,"kWh (gross), 101 kWh (net) CATL lithium-ion",,,,,,,,,,,,,,,,
,,,,"kWh (gross), 107 kWh (net) CATL lithium-ion",,,,,,,,,,,,,,,,
,,,,kW (AC),,,,,,,,,,,,,,,,
,,,,kW (DC),,,,,,,,,,,,,,,,
,,,,Single Motor 2024 – present CATL lithium ion 101 kWh (usable),,,,,,,,,,,,,,,,
,,,,kWh (gross),,,,,,,,,,,,,,,,
,,,,kW 460 km (286 mi) 205 kW (275 hp) 490 N⋅m (361 lb⋅ft) 8.4 s 180 km/h (112 mph) RWD,,,,,,,,,,,,,,,,
,,,,Twin Motor 107 kWh (usable),,,,,,,,,,,,,,,,
,,,,km (289 mi) 300 kW (402 hp) 770 N⋅m (568 lb⋅ft) 5.9 s AWD,,,,,,,,,,,,,,,,
,,,,Twin Motor Performance 450 km (280 mi) 380 kW (510 hp) 910 N⋅m (671 lb⋅ft) 4.9 s,,,,,,,,,,,,,,,,
