Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
1989,Ferrari,3.2 Mondial/Cabriolet,3.2 Mondial/Cabriolet,3.2L V8 ((GUZZLER) (FFS)),3.2L V8 Twin Turbo,Twin Turbocharged,Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Minicompact Cars,8,3.2,11,17,14,,,,,
