Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Audi,RS 6 Avant,Wikidata (linked database),,,,Titles on Wikipedia are case sensitive except for the first character; please check alternative capitalizations and consider adding a redirect here to the correct title.,"See detailed specs, features, packages and dimensions by trim level for the 2022","See detailed specs, features, packages and dimensions by trim level for the 2022 Audi RS 6 Avant.",AWD 4.0T quattro Avant 4dr Wagon The Audi RS 6 Avant has a maximum towing capacity of 999,"AWD 4.0T quattro Avant 4dr Wagon The Audi RS 6 Avant has a maximum towing capacity of 999 lbs, but double check that this applies to the configuration you want."
,,,"If a page was recently created here, it may not be visible yet because of a delay in updating the database; wait a few minutes or try the purge function.",,,,,Latest technology in the 2022 Audi RS6 Avant: Compare all specifications and con,"Latest technology in the 2022 Audi RS6 Avant: Compare all specifications and configurations of the 2022 Audi RS6 Avant, special features and options, and check out specs and trims on CarBuzz Comparison of all 2022 Audi RS 6 Avant Trims based on engine, transmission, interior, exterior, features, entertainment, safety and warranty.",Exterior Length 196.7 in Width 76.8 in Width w/Mirrors 83.5 in Height 58.6 in Wheelbase 11,"Exterior Length 196.7 in Width 76.8 in Width w/Mirrors 83.5 in Height 58.6 in Wheelbase 115.3 in Turning Diameter 40 ft Base MSRP for the 2022 Audi RS 6 Avant is $116,500, and the car is only available in a single trim."
,,,,,,,,"Whether you're interested in added safety tech, premium materials, or enhanced e","Whether you're interested in added safety tech, premium materials, or enhanced engine options, there's a Audi RS 6 Avant trim built for your lifestyle.",,
,,,,,,,,"An optional Carbon Optic package costs $6,360, and there are a number of additio","An optional Carbon Optic package costs $6,360, and there are a number of additional options packages to customize the look of your RS 6 Avant.",,
