Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2024,Subaru,Outback,Subaru Outback Premium,"For the unrelated battery electric model, sold in Europe as the E-Outback, see Subaru Trailseeker.",,,Transmission 4-speed automatic,Most versions of the Outback wagon and Outback Sport have had all-wheel drive as standard equipment.,,,,,,,,The Lancaster ADA (Active Driving Assist) was introduced in September 1999. The system featured two CCD cameras mounted either side of the rear-view mirror. The system was installed on 2.5 L models with VDC and then later in 2000 on the newer Lancaster 6 VDC models.,Most versions of the Outback wagon and Outback Sport have had all-wheel drive as,Most versions of the Outback wagon and Outback Sport have had all-wheel drive as standard equipment.,Harman Kardon audio,[Brochure] Harman Kardon audio
,,,Most versions of the Outback wagon and Outback Sport have had all-wheel drive as standard equipment.,Engine,,,speed manual,Layout AWD,,,,,,,,The ADA system featured four key safety components:,"Sales exceeded expectations, with Tim Mahoney, Senior Vice President of Subaru o","Sales exceeded expectations, with Tim Mahoney, Senior Vice President of Subaru of America stating ""[the Outback] saved our company."" From the beginning, the new model was known in Australia as the Outback and in Japan starting August 1995 as the Legacy Grand Wagon; the ""Grand Wagon"" nomenclature was meant to signify a more grand, luxurious vehicle compared to the standard Japanese model, which at that time was known as the Legacy Touring Wagon.",Harman Kardon audio,[Brochure] Harman Kardon audio
,,,Subaru Legacy Grandwagon Lancaster Limited,L DOHC 212 hp (158 kW) H6,,,Transmission Lineartronic CVT,,,,,,,,,"brings a facelift of the model with minor updates on the exterior and interior. Steering and handling is improved, and CVT is offered with the diesel engine. A new multimedia navigation unit is offered.",The debut Outback retained the ground clearance of the standard Legacy wagon but,"The debut Outback retained the ground clearance of the standard Legacy wagon but differentiated itself visually with details like a two-tone paint job and fog lights, which helped suggest a more rugged aesthetic.",Harman Kardon audio,[Brochure] Harman Kardon audio
,,,Legacy SUS Limited,Engine 2.5L SOHC 175 hp (130 kW) H4,,,"brings a facelift of the model with minor updates on the exterior and interior. Steering and handling is improved, and CVT is offered with the diesel engine. A new multimedia navigation unit is offered.",,,,,,,,,Predecessor Subaru Outback (fifth generation),This approach was inspired by the Legacy having been entered into international,"This approach was inspired by the Legacy having been entered into international rallying and long distance racing events, and winning the 1990 Safari Rally in the Group N category.",Harman Kardon audio,[Brochure] Harman Kardon audio
,,,"Wheelbase 2,649 mm (104.3 in)",L DOHC 243 hp (181 kW) H4 turbo,,,"Recently, the 2.0 diesel (6-speed manual only) and 3.6R models have been introduced.",,,,,,,,,": The Limited trim includes DriverFocus Distraction Mitigation System, a heated steering wheel, a powered sunroof and a STARLINK® 11.6-in Multimedia Navigation system as standard features.","The previous generation Legacy wagon had an optional air suspension, which allow","The previous generation Legacy wagon had an optional air suspension, which allowed the driver to temporarily increase the vehicle's ground clearance, however the permanent increased ride height used on the Outback proved to be more practical.",Harman Kardon audio,[Brochure] Harman Kardon audio
,,,–2002 Subaru Outback Limited wagon,L DOHC 245 hp (183 kW) H6,,,Model Transmission,,,,,,,,,"The sixth-generation Outback was released in the European market in April 2021, in two trim levels: Touring and Field, exclusively powered by a 2.5-litre FB25D gasoline engine.","The ""Limited"" trim level package for the Outback wagon was standard equipment on","The ""Limited"" trim level package for the Outback wagon was standard equipment on the sedan body, with the addition of a hood scoop and trunk-mounted rear wing.",Harman Kardon audio,[Brochure] Harman Kardon audio
,,,"Wheelbase 2,670 mm (105.1 in)",L turbodiesel 148 hp (110 kW) H4 (Europe only),,,"i, 2.5i Premium Lineartronic CVT",,,,,,,,,"Subaru added sound absorbing materials in the headliner and roof. Compared to its predecessor, wind noise has been reduced by 10% as a result of aerodynamic elements in the body sides and roof rails.",The Legacy SUS remained unique to North America and was realigned with the Outba,"The Legacy SUS remained unique to North America and was realigned with the Outback Limited package, offering the sedan with an optional horizontal six-cylinder engine, also optional on the wagon.",Harman Kardon audio,[Brochure] Harman Kardon audio
,,,",565 mm (61.6 in) (2008–09 base Station Wagon)",Diesel,,,speed MT – Touring in place of Premium with added features,,,,,,,,,"Like its predecessor, the seventh-generation Outback continued to be available with an off-road focused Wilderness model alongside the standard model.","A new version of Subaru's flat four-cylinder ""boxer"" engine was standard, offeri","A new version of Subaru's flat four-cylinder ""boxer"" engine was standard, offering more low-end torque, better fuel economy, and smoother performance.",Harman Kardon audio,[Brochure] Harman Kardon audio
,,,–2007 Subaru Outback Limited sedan,Diesel:,,,"i Limited, PZEV (all trim levels) Lineartronic CVT",,,,,,,,,"The Outback Sport was priced lower and aimed at a younger buyer than the Legacy-based Outback. Advertisements for the Outback Sport featured an actor who referred to Paul Hogan as his ""uncle"".",Rear headrests were included as standard equipment on all trim levels.,Rear headrests were included as standard equipment on all trim levels.,Harman Kardon audio,[Brochure] Harman Kardon audio
,,,"i Limited, PZEV (all trim levels) Lineartronic CVT",,,,,,,,,,,,,,"This package had more sound insulation than other trims, as well as those featur","This package had more sound insulation than other trims, as well as those features found on the H6-3.0 L.L.",Harman Kardon audio,[Brochure] Harman Kardon audio
,,,R Limited Lineartronic CVT,,,,,,,,,,,,,,Its curb weight was just slightly higher than that of the standard H6-3.0 L.L.,Its curb weight was just slightly higher than that of the standard H6-3.0 L.L.,Harman Kardon audio,[Brochure] Harman Kardon audio
,,,l DOHC Legacy Outback Limited Lineartronic CVT,,,,,,,,,,,,,,A nudge bar (a smaller style of bullbar or roo bar) was also available as an aft,A nudge bar (a smaller style of bullbar or roo bar) was also available as an aftermarket option.,Harman Kardon audio,[Brochure] Harman Kardon audio
,,,,,,,,,,,,,,,,,"Bean Edition"" that offered optional equipment as standard, including a wood and","Bean Edition"" that offered optional equipment as standard, including a wood and leather steering wheel, an auxiliary port on the stereo for external music player compatibility (2007 and later), perforated leather seats, GPS navigation, a double-sized, one-piece glass moonroof, limited-slip differential, and the 3.0-litre H6 engine.",,
,,,,,,,,,,,,,,,,,The XT model came equipped with any 2 of the 3 standard transmissions: a 5-speed,"The XT model came equipped with any 2 of the 3 standard transmissions: a 5-speed Auto-SportShift, or a 5-speed manual.",,
,,,,,,,,,,,,,,,,,"The PZEV Outback was available for sale in all 50 states, unlike other manufactu","The PZEV Outback was available for sale in all 50 states, unlike other manufacturers, who usually only sell PZEV certified vehicles in states that have adopted California emission standards.",,
,,,,,,,,,,,,,,,,,"Subaru has also added safety technologies such as Electronic Stability Control,","Subaru has also added safety technologies such as Electronic Stability Control, Brake Assist, and Electronic Brakeforce Distribution to the list of standard features.",,
,,,,,,,,,,,,,,,,,"In North America, the fourth generation Outback won Motor Trend's Sport/Utility","In North America, the fourth generation Outback won Motor Trend's Sport/Utility of the Year Award for 2010, and Ward's Automotive Group's 2010 Interior of the Year awards in the popular-priced car category under $29,999. North American models Trim level designations have been modified based on the engine installed; the Subaru EJ engine 2.5 L naturally aspirated engine are labeled 2.5i, 2.5i Premium, and 2.5i Limited, with the Subaru EZ 6-cylinder engine identified as 3.6R, 3.6R Premi",,
,,,,,,,,,,,,,,,,,"As with previous generations, leather interior is only available in two colors (","As with previous generations, leather interior is only available in two colors (Warm Ivory or Off-Black) on Limited trim packages on specific exterior colors, and a glass moonroof is optional only on the Limited; cloth interiors are offered in the specified colors on lower trim level packages.",,
,,,,,,,,,,,,,,,,,"A 440 W, 9-speaker Harman/Kardon audio system, using Dolby Pro Logic II technolo","A 440 W, 9-speaker Harman/Kardon audio system, using Dolby Pro Logic II technology and DTS Digital Sound, with Bluetooth and iPod capability is optional on the Limited trim packages.",,
,,,,,,,,,,,,,,,,,An 8 in (203 mm) voice activated GPS touch screen navigation system is optional,An 8 in (203 mm) voice activated GPS touch screen navigation system is optional only on the Limited.,,
,,,,,,,,,,,,,,,,,"A separate Bluetooth wireless package with voice recognition, called Blueconnect","A separate Bluetooth wireless package with voice recognition, called Blueconnect, is available on lower trim levels and is not offered internationally.",,
,,,,,,,,,,,,,,,,,A Harman/Kardon-sourced stereo with a 6-disc in-dash CD changer and SRS Circle S,"A Harman/Kardon-sourced stereo with a 6-disc in-dash CD changer and SRS Circle Surround sound is the standard sound system provided, with four speakers on all trim levels.",,
