Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,Subaru,XV Crosstrek,[Brochure Summary],,,,,,,,,,,,,,,,Harman Kardon audio | Leather-trimmed seating,[Brochure] Harman Kardon audio | Leather-trimmed seating | [Backfilled from 2021]
