Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2007,Subaru,Impreza WRX,[Brochure Summary],,,,,,,,,,,,,,,,4-speaker; 6-speaker system | Leather-trimmed seating; 4-speaker; 6-speaker system | Leather-trimmed seating,[Brochure] 4-speaker; 6-speaker system | Leather-trimmed seating | [Brochure] 4-speaker; 6-speaker system | Leather-trimmed seating
