Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2002,Subaru,Outback,[Brochure Summary],,,,,,,,,,,,,,,,Leather-trimmed; leather-trimmed seating; Leather-trimmed; leather-trimmed seating,[Brochure] Leather-trimmed; leather-trimmed seating | [Brochure] Leather-trimmed; leather-trimmed seating
