Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,"Wheelbase 2,644 mm (104.1 in)",,,,,,,,,,,,,,"Subaru issued yearly updates to the STI, tweaking cosmetics and equipment levels","Subaru issued yearly updates to the STI, tweaking cosmetics and equipment levels, and also improving performance and handling.",Harman Kardon; Harman  Kardon audio | Leather-trimmed seating,[Brochure] Harman Kardon; Harman  Kardon audio | Leather-trimmed seating
,,,,,,,,,,,,,,,,,"These included but not limited to; STI sway bars, fog lamp “delete” for further","These included but not limited to; STI sway bars, fog lamp “delete” for further weight reduction, STI headlight covers, optional additional cosmetic STI badging etc.",,
,,,,,,,,,,,,,,,,,all of which came standard to the S20 SC.,all of which came standard to the S20 SC.,,
,,,,,,,,,,,,,,,,,"Dimensionally, this version is wider by 55 mm (2.2 in) and increases track by ap","Dimensionally, this version is wider by 55 mm (2.2 in) and increases track by approximately 38 millimetres (1.5 in) to 1,530 / 1,540 mm (60.2 / 60.6 in) (F/R). Although first adopted by the STI, the wide-body platform was later utilized by the standard WRX range.",,
,,,,,,,,,,,,,,,,,"Despite the increase in size, stiffness, and safety equipment, the car's weight","Despite the increase in size, stiffness, and safety equipment, the car's weight is similar to the previous generation.",,
,,,,,,,,,,,,,,,,,"While automatic transmission was not available with the WRX, the 2.5i GT did gai","While automatic transmission was not available with the WRX, the 2.5i GT did gain an optional four-speed automatic.",,
,,,,,,,,,,,,,,,,,Safety of the car has been increased with range wide inclusion of electronic sta,Safety of the car has been increased with range wide inclusion of electronic stability control as standard in many markets.,,
,,,,,,,,,,,,,,,,,"In contrast, curb weight of the standard Impreza model is around 27.2 kg (60 lb)","In contrast, curb weight of the standard Impreza model is around 27.2 kg (60 lb) heavier.",,
,,,,,,,,,,,,,,,,,An optional premium package adds the satellite navigation with DVD player and 7-,"An optional premium package adds the satellite navigation with DVD player and 7-inch screen, leather upholstery and a sunroof.",,
,,,,,,,,,,,,,,,,,"Exterior cosmetic changes included the 2008 WRX Premium aero package, STi spoile","Exterior cosmetic changes included the 2008 WRX Premium aero package, STi spoiler (Hatchback only), updated grill with WRX badge, and darker Gunmetal colored wheels as standard equipment.",,
,,,,,,,,,,,,,,,,,WRX STI Subaru Impreza WRX STI hatchback (facelift) Debuting at the Tokyo,"WRX STI Subaru Impreza WRX STI hatchback (facelift) Debuting at the Tokyo Auto Show in October 2007, WRX STI versions build further on the standard WRX cars.",,
,,,,,,,,,,,,,,,,,"2023 Subaru Impreza Specs, Features & Options Here's everything you need to know","2023 Subaru Impreza Specs, Features & Options Here's everything you need to know about each trim in the 2023 Subaru Impreza lineup.",,
,,,,,,,,,,,,,,,,,The 2023 Subaru Impreza 5-door wagon features the same standard and optional equ,"The 2023 Subaru Impreza 5-door wagon features the same standard and optional equipment as the sedan, except the rear hatch's intermittent wiper/washer.",,
,,,,,,,,,,,,,,,,,2023 Subaru Impreza Configurations Select up to 3 trims below to compare some ke,2023 Subaru Impreza Configurations Select up to 3 trims below to compare some key specs and options for the 2023 Subaru Impreza.,,
,,,,,,,,,,,,,,,,,Choosing the Right 2023 Subaru Impreza Trim for You Shopping for the 2023 Subaru,"Choosing the Right 2023 Subaru Impreza Trim for You Shopping for the 2023 Subaru Impreza means picking from 10 trim options, each with different features and price points.",,
,,,,,,,,,,,,,,,,,The base 2023 model includes the same 2.0L H4 152hp 145ft.,The base 2023 model includes the same 2.0L H4 152hp 145ft.,,
,,,,,,,,,,,,,,,,,"and AWD as higher trims, so you're not sacrificing performance if you go with th","and AWD as higher trims, so you're not sacrificing performance if you go with the entry-level option.",,
,,,,,,,,,,,,,,,,,Impreza Sport 5-door with Black Sport Cloth and optional equipment.,Impreza Sport 5-door with Black Sport Cloth and optional equipment.,,
,,,,,,,,,,,,,,,,,"Plus, you can adjust the 60/40-split flat-folding rear seatback in an instant to","Plus, you can adjust the 60/40-split flat-folding rear seatback in an instant to accommodate longer items and a rear passenger on t Impreza Limited 5-door in Crimson Red Pearl and Sport Sedan in Magnetite Gray Metallic with optional equipment.",,
