Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2016,Honda,Insight,[Brochure Summary],,,,,,,,,,,,,,,,8-inch touchscreen | Leather-trimmed seating,[Brochure] 8-inch touchscreen | Leather-trimmed seating | [Backfilled from 2019]
