Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2027,Kia,Sportage,Hybrid FWD,Hybrid 1.6L I4 (SIDI; Hybrid),1.6L I4 Turbo,Turbocharged,Automatic (AM-S6),Front-Wheel Drive,Regular Gasoline,Small Sport Utility Vehicle 2WD,4,1.6,40,42,41,,,,,
2027,Kia,Sportage,Hybrid AWD,Hybrid 1.6L I4 (SIDI; Hybrid),1.6L I4 Turbo,Turbocharged,Automatic (AM-S6),All-Wheel Drive,Regular Gasoline,Small Sport Utility Vehicle 4WD,4,1.6,35,36,35,,,,,
