Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2024,Mazda,CX-50,"Wheelbase 110.8 in (2,814 mm)","Layout Front-engine, all-wheel-drive",,,Transmission,,,,,,,,,"Compared to the CX-5, Mazda designed a lower roof for the CX-50 to grant easier access to the roof racks, despite the increased ground clearance. It is also the first Mazda ever to feature a panoramic sunroof as an option.","The turbocharged engine option is reserved for Base (Turbo), Premium, and Premiu","The turbocharged engine option is reserved for Base (Turbo), Premium, and Premium Plus trims.",,
,,,CX-50 Premium (front view; USA),Engine,,,speed Skyactiv-Drive automatic,,,,,,,,,"In November 2023, the CX-50 HEV went on sale in China. It is powered by a 2.5-litre A25D-FXS engine and the Toyota Hybrid System, paired with an eCVT gearbox.","In addition, Mazda also offers a more rugged ""Meridian Edition"" trim for the tur","In addition, Mazda also offers a more rugged ""Meridian Edition"" trim for the turbocharged model, which adds 18-inch wheels with all-terrain tires, side rocker garnish, model-specific front hood graphics, and other outdoor-oriented accessories. The CX-50 was updated on July 9, 2024 for the 2025 model year in the United States.",,
,,,Trim levels,L Skyactiv-G PY-VPTS turbo I4,,,eCVT (HEV),,,,,,,,,"The CX-50 was updated on July 9, 2024 for the 2025 model year in the United States. The hybrid powertrain option became available for the Preferred, Premium and Premium Plus trims, while the base Turbo trim is no longer offered.","The hybrid powertrain option became available for the Preferred, Premium and Pre","The hybrid powertrain option became available for the Preferred, Premium and Premium Plus trims, while the base Turbo trim is no longer offered.",,
,,,Headlights (all turbo trims) Good,"In November 2023, the CX-50 HEV went on sale in China. It is powered by a 2.5-litre A25D-FXS engine and the Toyota Hybrid System, paired with an eCVT gearbox.",,,,,,,,,,,,,"Complete the look with optional Apex Package which adds crossbars, a roof platfo","Complete the look with optional Apex Package which adds crossbars, a roof platform, and front and rear splash guards.",,
,,,Headlights (all non-turbo trims) Acceptable,"The CX-50 was updated on July 9, 2024 for the 2025 model year in the United States. The hybrid powertrain option became available for the Preferred, Premium and Premium Plus trims, while the base Turbo trim is no longer offered.",,,,,,,,,,,,,2024 Mazda CX-50 2.5 Turbo Meridian Edition with Apex Package and options shown,2024 Mazda CX-50 2.5 Turbo Meridian Edition with Apex Package and options shown throughout.,,
,,,,Headlights (all turbo trims) Good,,,,,,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,Headlights (all non-turbo trims) Acceptable,,,,,,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,,,,,,,,,,,,,,For the ultimate adventure setup: - Ultimate Outdoor Package: It includes a roof,"For the ultimate adventure setup: - Ultimate Outdoor Package: It includes a roof platform and additional outdoor-specific accessories, perfect for securing outdoor equipment or a rooftop tent.",,
