Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Mazda,MX-5,"R1 Daytona International Speedway (Road Course) Daytona Beach, Florida January 22–24 IMSA SportsCar Championship",JTR Motorsports Engineering 07 Julian DaCosta 1,,,"R1 Daytona International Speedway (Road Course) Daytona Beach, Florida January 22–24 IMSA SportsCar Championship",,,,,,,,,Jared Thomas All,Round Circuit Pole position Fastest lap Winning driver 1 R1 Daytona #19 Saito M,Round Circuit Pole position Fastest lap Winning driver 1 R1 Daytona #19 Saito Motorsport Group #5 McCumbee McAleer Racing #57 BSI Racing Nate Cicero Gresham Wagner Tyler Gonzalez R2 #19 Saito Motorsport Group #22 McCumbee McAleer Racing #96 JTR Motorsports Engineering Nate Cicero Jeremy Fletcher Jared Thomas 2 R1 St.,,
,,,"R5 Barber Motorsports Park Birmingham, Alabama May 2–4 IndyCar Series",R2 #19 Saito Motorsport Group #22 McCumbee McAleer Racing #96 JTR Motorsports Engineering,,,"NC Martinsville Speedway Ridgeway, Virginia October 23 NASCAR Cup Series",,,,,,,,,Nate Cicero Jeremy Fletcher Jared Thomas,,,,
,,,"R7 Mid-Ohio Sports Car Course Lexington, Ohio June 6–8 Michelin Pilot Challenge",R1 St. Petersburg #22 McCumbee McAleer Racing #56 Advanced Autosports #96 JTR Motorsports Engineering,,,Ashlyn Speed 1–6,,,,,,,,,Jeremy Fletcher Nathan Nicholson Jared Thomas,,,,
,,,"R9 Canadian Tire Motorsports Park Bowmanville, Ontario, Canada July 11–13 IMSA SportsCar Championship",R1 Mosport #83 McCumbee McAleer Racing #96 JTR Motorsports Engineering #57 BSI Racing,,,Ashlyn Speed R 29 16 18 20 28 25 26 28 15 20 0 850,,,,,,,,,Nate Cicero Jared Thomas Tyler Gonzalez,,,,
,,,"R13 Michelin Raceway Road Atlanta Braselton, Georgia October 8–10 IMSA SportsCar Championship",,,,,,,,,,,,,Silver Second place,,,,
,,,Hendricks Motorsports 01 Ruben Caceres-Martos R 1–2,,,,,,,,,,,,,Blue Non-points classification,,,,
,,,JTR Motorsports Engineering 07 Julian DaCosta 1,,,,,,,,,,,,,"Purple Retired, not classified (Ret)",,,,
,,,Saito Motorsport Group 19 Nate Cicero 1–3,,,,,,,,,,,,,Red Did not qualify (DNQ),,,,
,,,Advanced Autosports 10 Matt Novak R 7,,,,,,,,,,,,,Black Disqualified (DSQ),,,,
,,,R1 Daytona #19 Saito Motorsport Group #5 McCumbee McAleer Racing #57 BSI Racing,,,,,,,,,,,,,White Did not start (DNS),,,,
,,,R2 #19 Saito Motorsport Group #22 McCumbee McAleer Racing #96 JTR Motorsports Engineering,,,,,,,,,,,,,,,,,
,,,R1 St. Petersburg #22 McCumbee McAleer Racing #56 Advanced Autosports #96 JTR Motorsports Engineering,,,,,,,,,,,,,,,,,
,,,R1 Barber #22 McCumbee McAleer Racing #19 Saito Motorsport Group #57 BSI Racing,,,,,,,,,,,,,,,,,
,,,R2 #19 Saito Motorsport Group #13 BSI Racing #57 BSI Racing,,,,,,,,,,,,,,,,,
,,,R2 #81 RAFA Racing Team by MMR #44 McCumbee McAleer Racing #29 Saito Motorsport Group,,,,,,,,,,,,,,,,,
,,,R1 Mosport #83 McCumbee McAleer Racing #96 JTR Motorsports Engineering #57 BSI Racing,,,,,,,,,,,,,,,,,
,,,IMSA recognizes driver champions based on the total number of championship points earned during the season.,,,,,,,,,,,,,,,,,
