Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2010,Mazda,6,6,2.5L I4,2.5L I4,,Manual 6-spd,Front-Wheel Drive,Regular Gasoline,Midsize Cars,4,2.5,20,29,23,,,,,
2010,Mazda,6,6,3.7L V6,3.7L V6,,Automatic (S6),Front-Wheel Drive,Regular Gasoline,Midsize Cars,6,3.7,17,25,20,,,,,
2010,Mazda,6,6,2.5L I4,2.5L I4,,Automatic (S5),Front-Wheel Drive,Regular Gasoline,Midsize Cars,4,2.5,21,30,24,,,,,
