Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2010,tesla,Model S,[Brochure Summary],,,,,,,,,,,,,,,,Nappa seating,[Brochure] Nappa seating | [Backfilled from 2014]
