Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Nissan,Maxima,"Outside North America, the Maxima nameplate has also been applied to variants or trim levels of several other models.","Layout Front-engine, rear-wheel-drive (1981–1984)",,,Transmission,,,,,,,,,Predecessor Datsun 810,Such features for the GL/GXE included digital touch entry system on the driver a,"Such features for the GL/GXE included digital touch entry system on the driver and passenger side door panel, power windows, locks, antenna, power seats, remote trunk release, voice warning system, optional leather seating, optional heated front seats, an optional Electronics Pkg (a sedan exclusive, it included a digital instruments and a trip computer) and an optional power sunroof (sunroof was standard on Maxima wagons).","The 2022 Nissan Maxima offers a blend of luxury and performance with a powerful V6 engine,; Bose audio","The 2022 Nissan Maxima offers a blend of luxury and performance with a powerful V6 engine, advanced driver assistance systems, and smartphone connectivity. | [Brochure] Bose audio"
,,,"Wheelbase 2,625 mm (103.3 in)","Front-engine, front-wheel-drive (1985–2023)",,,speed manual,,,,,,,,,Related Datsun Bluebird (910),15-inch alloy wheels were standard for the Maxima.,15-inch alloy wheels were standard for the Maxima.,Bose audio,[Brochure] Bose audio
,,,"Wheelbase 2,550 mm (100.4 in)","Layout Front-engine, rear-wheel-drive",,,speed 3N71 automatic (1980–1982),,,,,,,,,Also called Nissan Bluebird Maxima,An exclusive option for 1988 was the DUET-SS Super Sonic Suspension -which was p,An exclusive option for 1988 was the DUET-SS Super Sonic Suspension -which was part of the Electronics Pkg- replacing the trip computer that was previously offered.,Bose audio,[Brochure] Bose audio
,,,"Wheelbase 104.3 in (2,650 mm)",Engine,,,speed L4N71B automatic (1983–1984),,,,,,,,,Related Nissan Bluebird (U11),1988 was also the year that the previously standard digital touch system offered,1988 was also the year that the previously standard digital touch system offered on the GXE sedan became part of the 'Electronics Package' option as well.,Bose audio,[Brochure] Bose audio
,,,"Wheelbase 2,700 mm (106.3 in)",Diesel:,,,Transmission 5-speed RS5F50A manual,,,,,,,,,U11 series Nissan Bluebird Maxima hardtop (Japan),"1992–1994 Nissan Maxima (US) It became available with the 160 hp (119 kW), 3.0-","1992–1994 Nissan Maxima (US) It became available with the 160 hp (119 kW), 3.0-liter VG30E V6, with the 190 hp (142 kW), VE30DE unit standard on the SE model beginning with the 1992 model year.",Bose audio,[Brochure] Bose audio
,,,"Wheelbase 108.3 in (2,751 mm)",Datsun Maxima Wagon Diesel,,,speed RL4F02A automatic,,,,,,,,,"Another Bluebird Maxima continued on as a Nissan Bluebird (U12) and solely as a station wagon with the VG20ET engine during this period until the introduction of the U13 Bluebird, and the Avenir replaced the Bluebird wagon altogether.",The digital touch entry system on the GXE (in conjunction with the new Luxury Pa,"The digital touch entry system on the GXE (in conjunction with the new Luxury Package) allowed the windows to be lowered and the moon roof opened from outside the vehicle on a keypad integrated on the front door handle, without the key in the ignition.",Bose audio,[Brochure] Bose audio
,,,"Wheelbase 111.2 in (2,824 mm)","Layout Front-engine, front-wheel-drive",,,Transmission 5-speed manual,,,,,,,,,Predecessor Nissan Maxima (A33) (Middle East),One of the industry's first heads-up displays was also included in the package f,One of the industry's first heads-up displays was also included in the package for model years 1989–92.,Bose audio,[Brochure] Bose audio
,,,The North American Maxima was known for a balance between sport and luxury; other models tended to focus more on comfort.,L VG20ET turbo V6 (Japan),,,Transmission 5-speed manual (RS5F50A),,,,,,,,,"The Maxima for Mexico received a facelift on July 9, 2019. It was offered in the Advance, SR, and Exclusive trim lines.",The 1992 to 1994 SE received an optional automatic transmission (RE4F04V) that h,"The 1992 to 1994 SE received an optional automatic transmission (RE4F04V) that had stronger internals, but kept the ""sport"" and ""comfort"" modes.",Bose audio,[Brochure] Bose audio
,,,"Wheelbase 109.3 in (2,776 mm)",L VG30E V6,,,speed automatic (RE4F04A),,,,,,,,,"The first use of the ""Maxima"" badge was in August 1977, as the top equipment level on the Japanese domestic market Nissan Stanza (A10). It has been used intermittently in the Japanese domestic market since then, also on a luxury, hardtop version of the Bluebird.","Nissan made the Maxima available in two equipment grades, the M and Ti. The","Nissan made the Maxima available in two equipment grades, the M and Ti. The M featured air conditioning, alloy wheels, central locking, cruise control, power steering, and power windows.",Bose audio,[Brochure] Bose audio
,,,"The Maxima for Mexico received a facelift on July 9, 2019. It was offered in the Advance, SR, and Exclusive trim lines.",L VE30DE V6,,,speed automatic (RE4F04A / RE4F04W),,,,,,,,,"In the United Kingdom, the ""Maxima"" name was also used in the mid-1980s as a high series trim designation on the B11 Sunny, N12 Cherry and the Japanese built versions of the T12 Bluebird/Stanza. In the Philippines, the T12 Nissan Auster was sold as the Maxima.",The M-based LE of late 1991 featured a CD player and sunroof. There was also,"The M-based LE of late 1991 featured a CD player and sunroof. There was also a leather/sunroof pack optional on Ti. Nissan Australia released a facelift in January 1993 that included a new grille insert, revised tail lamps, wheels and cabin trim. A driver airbag became fitted to the Ti, and made optional on the new Executive trim that replaced the M. The J30 in Australia was replaced in February 1995 by a new Maxima based on the Nissan Cefiro (A32). The three variants assemb",Bose audio,[Brochure] Bose audio
