Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Nissan,Sentra,"Wheelbase 94.5 in (2,400 mm)","Layout Front-engine, front-wheel-drive",,,Transmission 4/5-speed manual,"in (1,394 mm) (4WD wagon)",,,,,,,,Predecessor Datsun Sunny (B310),"Transmission options were a four-speed manual, 5-speed manual or a three-speed a","Transmission options were a four-speed manual, 5-speed manual or a three-speed automatic with lock-up torque converter.",Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,"Wheelbase 95.7 in (2,431 mm)",Engine 1.5 L E15 I4 (gasoline),,,speed automatic,Hybrid drivetrain Series hybrid (e-Power),,,,,,,,"In 1984, the Sentra entered production in Nissan Mexicana's Cuernavaca plant as the Nissan Tsuru. It was built there until 1987 when it was replaced by the next generation; in total 210,565 of the first Tsuru were built in Mexico.",The Sentra MPG featured a three-way exhaust catalyst and an electronically contr,"The Sentra MPG featured a three-way exhaust catalyst and an electronically controlled fuel metering unit to monitor the air-fuel mixture automatically and make adjustments to boost fuel mileage. Trim levels were Standard, Deluxe, and XE, while price ranges were between US$4,949 for the base two-door sedan up to US$6,899 for the two-door XE hatchback coupe.",Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,"in (1,326 mm) (sport coupe)","Layout Front-engine, front-wheel-drive / four-wheel-drive",,,/5-speed manual,,,,,,,,,"Offered in seven models, each equipped with a standard 1.8-liter DOHC four-cylinder engine and next-generation Xtronic CVT (except S 6MT): S 6MT, S CVT, FE+ S, SV, FE+ SV, SR and SL","XE offered cut pile carpeting, an analog quartz clock, remote rear window opener","XE offered cut pile carpeting, an analog quartz clock, remote rear window opener, a low-fuel warning light, an AM-FM Clarion stereo radio, power steering, a tachometer, and 155/13 whitewall radial tires. A sunroof was available as an option.",Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,–1988 Nissan Sentra SE Sport Coupé (US),Engine,,,/4-speed automatic,,,,,,,,,New exterior color choices.,"Also, the 1.5 L was replaced by a 69 hp (51 kW) 1.6 L E16 as the standard engine","Also, the 1.5 L was replaced by a 69 hp (51 kW) 1.6 L E16 as the standard engine, available with a five-speed manual or three-speed automatic.",Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,–1990 Nissan Sentra Sport Coupé (North America),L (97.5 cu in) E16ST turbo I4 (Mexico),,,speed manual,,,,,,,,,"In Japan, Nissan Sylphy debuted on 5 December 2012, and built at the Oppama plant in Yokosuka City, Kanagawa Prefecture. The ""Bluebird"" nameplate was dropped from ""Bluebird Sylphy"".","An SE option was introduced as two-door hatchback model, with alloy wheels, blac","An SE option was introduced as two-door hatchback model, with alloy wheels, black lower body paint and black out grille.",Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,Nissan Sentra SE Sport Coupé (US),L (102.5 cu in) CD17 diesel I4,,,"Transmission 4-speed RE4F03B automatic (1.8L, 2.0L)",,,,,,,,,Nissan Sentra debuted in Russian market in 2014. The car is powered with 1.6 engine (117 hp) fitted with 5-speed manual or CVT. Sentra for Russian market is locally built in Izhevsk.,An automatic transmission was optional on all Sentras except the two-door base s,"An automatic transmission was optional on all Sentras except the two-door base sedan, MPG Diesel and SE coupe.",Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,"Wheelbase 2,431 mm (95.7 in)",Engine 1.6 L GA16DE I4,,,"speed RS5F70A manual (1.8L, 2.0L)",,,,,,,,,The Sentra facelift was unveiled on 13 June 2023 for the 2024 model year. It features a redesigned front fascia and rear fascia with new headlights and the addition of engine start-stop technology.,"In December, the three-door Hatchback bodystyle was added to the US production,","In December, the three-door Hatchback bodystyle was added to the US production, followed by the station wagon bodystyle in January 1987. The B12 carried over a radically modified 4-wheel independent suspension from the B11, with all-wheel disc brakes an option in some parts of the world.",Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,"Wheelbase 99.8 in (2,535 mm)","The Super Saloon and up used the GA16DNE DOHC 16-valve EFI 1,597 cc engine. The Super Saloon introduced all power features including a power antenna. Auto retract mirrors, SRS airbags, and ABS were optional, but later became mandatory on all units.",,,speed RS5F51A manual (2.5L),,,,,,,,,The Sylphy facelift was unveiled on 15 March 2023. It features a redesigned front and rear fascia and redesigned headlights and taillights and the interior gets a 12.3-inch touchscreen.,"The GXE (available from 1987 to 2003) had a body colored bumper, aero side mirro","The GXE (available from 1987 to 2003) had a body colored bumper, aero side mirrors with manual remote control, tachometer as well as standard 13"" 175/70R13 alloy wheels along with air-conditioning, variable intermittent wipers, but no standard cassette deck nor any power windows/locks/mirrors.",Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,Transmissions by trim,Engine Gasoline:,,,Transmissions by trim,,,,,,,,,"Unlike the North American version, a hatchback was offered; engines offered were 1.4 L, 1.6 L and 2.0 L gasoline engines; a diesel was available in Europe. Some were sold in the Republic of Ireland.","Sales were mediocre, totalling 429 in calendar year 1986, 2,050 in 1987, 2,408 i","Sales were mediocre, totalling 429 in calendar year 1986, 2,050 in 1987, 2,408 in 1988, and a final 892 deliveries in 1989. All 1987 Sentras came standard with the E16 engine with 70 hp (52 kW), excepting the Sport Coupé and the later four-wheel-drive wagon, which received the throttle-body-injected E16i engine with identical power output. A five-speed manual transmission was standard, with a three-speed automatic available as an option. In 1988, all Sentras had the 70 hp (5",Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,"The 2002–2006 SE-R Spec Vs used the 6-speed RS6F51H transmission with a Helical limited slip differential (which had at least 2 revisions, 2002 models had different gearing from all the other years).",L MR16DDT turbo I4,,,An automatic 4-speed RE4F03B transmission,,,,,,,,,"The pre-facelift Nissan Sentra N16 marketed in Southeast Asia, largely the same model as the contemporary Nissan Bluebird Sylphy (Japan), Nissan Pulsar (Australia) or Nissan Almera (Europe).",It shared none of the body components with the standard model and was always imp,"It shared none of the body components with the standard model and was always imported from Japan, rather than being built in Tennessee.",Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,"In South Africa, the B17 is called Nissan Sentra and comes in Acenta trim only, with 1.6-liter engine and five-speed manual or CVT automatic.",,,,,,,,,,,,,,"The Value Option Package (air conditioning, cruise control, and a stereo system)","The Value Option Package (air conditioning, cruise control, and a stereo system) was extended to SE models.",Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,Nissan Sylphy 1.8 Premium (Singapore; pre-facelift),,,,,,,,,,,,,,The optional three-speed automatic in the E coupe was dropped and gained an opti,"The optional three-speed automatic in the E coupe was dropped and gained an optional 4-speed automatic, shared with other models. Facelift Nissan Sentra 2-door Sedan in Canada From August 1992 production, the B13 received a facelift for the 1993 model year, with revised front and rear fascias.",Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,"A five-door Pulsar hatchback was added later in 2013, but this is based on the C12 Nissan Tiida.",,,,,,,,,,,,,,A driver's airbag was also made standard on the GXE and was available optionally,A driver's airbag was also made standard on the GXE and was available optionally on other models for 1993.,Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,"Wheelbase 2,712 mm (106.8 in)",,,,,,,,,,,,,,"For 1994 models (August 1993 production), a CFC-free refrigerant became standard","For 1994 models (August 1993 production), a CFC-free refrigerant became standard on models equipped with air conditioning.",Bose audio | Premium  cloth seating,[Brochure] Bose audio | Premium  cloth seating
,,,,,,,,,,,,,,,,,"XE models got more standard equipment that included air conditioning, cruise con","XE models got more standard equipment that included air conditioning, cruise control and a stereo cassette player.",,
,,,,,,,,,,,,,,,,,Both SE and Super Saloon come standard with the GA16DE.,Both SE and Super Saloon come standard with the GA16DE.,,
,,,,,,,,,,,,,,,,,The B13 Super Saloon and SE Saloon came with the GA16DE fuel-injected engine (to,The B13 Super Saloon and SE Saloon came with the GA16DE fuel-injected engine (top-of-the-line engine for the Philippine market) which is comparable to the U.S Spec B13 SE Limited with loaded options.,,
,,,,,,,,,,,,,,,,,These models are not equipped with emissions equipment – catalytic converters an,These models are not equipped with emissions equipment – catalytic converters and sensors as well as EGR.,,
,,,,,,,,,,,,,,,,,The LEC version comes with the standard GA13 carburetted engine as well as the L,The LEC version comes with the standard GA13 carburetted engine as well as the LEC Ps (Power Steering model).,,
,,,,,,,,,,,,,,,,,More recent models have received a Renault-built hydraulic clutch and an optiona,More recent models have received a Renault-built hydraulic clutch and an optional catalytic converter.,,
,,,,,,,,,,,,,,,,,Many of these vehicles equipped with the 1.6-liter DOHC engine that had Nissan's,Many of these vehicles equipped with the 1.6-liter DOHC engine that had Nissan's Variable Intake Valve Timing Control System (NVTCS) and standard 5-speed manual transmission can achieve upwards of 30–40 MPG depending on conditions.,,
,,,,,,,,,,,,,,,,,"The GLE, SE, and Special Edition include in some instances leather, rear spoiler","The GLE, SE, and Special Edition include in some instances leather, rear spoiler and moonroof, and keyless entry packages.",,
,,,,,,,,,,,,,,,,,"Auto retract mirrors, SRS airbags, and ABS were optional, but later became manda","Auto retract mirrors, SRS airbags, and ABS were optional, but later became mandatory on all units.",,
,,,,,,,,,,,,,,,,,Nissan Philippines then repackaged the Sentra to a more luxurious line up in ord,"Nissan Philippines then repackaged the Sentra to a more luxurious line up in order to compete with the Toyota Corolla Altis, leading to the creation of the Exalta SLA and STA trims.",,
