Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Nissan,Frontier,Wheelbase,"Front-engine, rear-wheel-drive",,,Transmission Jatco JR913E (9G-Tronic) 9-speed automatic,,,,,,,,,Predecessor Nissan Hardbody (D21),The vehicle rides on a revised high-strength steel ladder frame chassis carried,"The vehicle rides on a revised high-strength steel ladder frame chassis carried over from the outgoing model. It is offered in extended King Cab and crew-cab layouts with either rear- or four-wheel drive, and five- and six-foot cargo box length options.","Off-Roading With A Maximum 7,150 Lbs Towing Capacity And A 1,610 Lbs Payload.","Off-Roading With A Maximum 7,150 Lbs Towing Capacity And A 1,610 Lbs Payload."
,,,,"Front-engine, four-wheel-drive",,,,,,,,,,,,,"The crew cab is available with two- or four-wheel drive in the S and SV trims, w","The crew cab is available with two- or four-wheel drive in the S and SV trims, while four-wheel drive is standard on the Pro-4X.","maximum towing capacity.1, 2, 3 Finally, the 2023 Nissan Frontier Pro-4X is the only trim","maximum towing capacity.1, 2, 3 Finally, the 2023 Nissan Frontier Pro-4X is the only trim worth buying for the optional packages."
,,,,Engine,,,,,,,,,,,,,"In Canada, a two-wheel drive model is not offered, with four-wheel drive being t","In Canada, a two-wheel drive model is not offered, with four-wheel drive being the only option sold, regardless of trim level. The Pro-4X trim receives a rear electronic locking differential, Bilstein off-road shocks, and underbody skid plates as standard. This version is sold in Mexico alongside the D23 Frontier which has been offered in the country since 2014.","It's the most value-filled package in the lineup, adding a 360-degree camera system and wi","It's the most value-filled package in the lineup, adding a 360-degree camera system and wireless smartphone charging pad to the SV Convenience package ..."
,,,,L VQ38DD V6,,,,,,,,,,,,,"The first trim, called the Hardbody Edition, is based on the equipment of the mi","The first trim, called the Hardbody Edition, is based on the equipment of the midlevel SV trim, and features retro-inspired seventeen-inch aluminum wheels painted white, as well as retro exterior details inspired by the 1980s Nissan Pickup, commonly referred to as the ""Hardbody"".","Start your Frontier® remotely,4, 5 hop in, and you'll be cradled in a prewarmed or precool","Start your Frontier® remotely,4, 5 hop in, and you'll be cradled in a prewarmed or precooled interior that defies discomfort with standard Zero Gravity front seats6 and conquers cold with available Dual Zone Automatic Temperature Control and available heated front seats."
,,,,Power output 310 hp (231 kW; 314 PS),,,,,,,,,,,,,"The second trim, the SL, returns to the Frontier lineup for 2024 (having previou","The second trim, the SL, returns to the Frontier lineup for 2024 (having previously been available on the previous-generation Frontier model), and replaces the SV Premium Package, featuring the same equipment.",,
,,,,,,,,,,,,,,,,,Availability and delivery times for particular odels or equipment may vary.,Availability and delivery times for particular odels or equipment may vary.,,
,,,,,,,,,,,,,,,,,"Specifications, options and accessories may differ in Hawaii, U.S.","Specifications, options and accessories may differ in Hawaii, U.S.",,
,,,,,,,,,,,,,,,,,"territories and other For additional information on availability, options or acc","territories and other For additional information on availability, options or accessories, see your Nissan dealer or conta Compare 2023 Nissan Frontier trims side by side to find the right vehicle for you.",,
,,,,,,,,,,,,,,,,,"2023 Nissan Frontier Specs, Features & Options Here's everything you need to kno","2023 Nissan Frontier Specs, Features & Options Here's everything you need to know about each trim in the 2023 Nissan Frontier lineup.",,
,,,,,,,,,,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,,,,,,,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,,,,,,,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,,,,,,,,,,,,,,"maximum towing capacity.1, 2, 3 Finally, the 2023 Nissan Frontier Pro-4X is the","maximum towing capacity.1, 2, 3 Finally, the 2023 Nissan Frontier Pro-4X is the only trim worth buying for the optional packages.",,
,,,,,,,,,,,,,,,,,This version of the pickup gains access to more options than any other.,This version of the pickup gains access to more options than any other.,,
,,,,,,,,,,,,,,,,,"For example, only the Pro and 4X can get the Pro Convenience package.","For example, only the Pro and 4X can get the Pro Convenience package.",,
,,,,,,,,,,,,,,,,,"It's the most value-filled package in the lineup, adding a 360-degree camera sys","It's the most value-filled package in the lineup, adding a 360-degree camera system and wireless smartphone charging pad to the SV Convenience package ...",,
,,,,,,,,,,,,,,,,,"Start your Frontier® remotely,4, 5 hop in, and you'll be cradled in a prewarmed","Start your Frontier® remotely,4, 5 hop in, and you'll be cradled in a prewarmed or precooled interior that defies discomfort with standard Zero Gravity front seats6 and conquers cold with available Dual Zone Automatic Temperature Control and available heated front seats.",,
