Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,"Wheelbase 2,650 mm (104.3 in)","Front-engine, front-wheel-drive (2012–present)",,,speed 3N71 automatic (1985–1987),Nissan Pathfinder Ti 4WD (Australia),,,,,,,,"The Nissan Pathfinder is a range of sport utility vehicles manufactured by Nissan since 1985. Until the third-generation model, the Pathfinder is based on Nissan's compact pickup truck platform which it shares with the Navara/Frontier.","In certain countries, this generation also came with a 2.7-litre I4 diesel engin","In certain countries, this generation also came with a 2.7-litre I4 diesel engine known as the TD27 with the option of a turbocharger installed later in November 1988.","A NISSAN dealership knows your vehicle best.Whenyourequireanyserviceorhave any questions,; Bose audio","A NISSAN dealership knows your vehicle best.Whenyourequireanyserviceorhave any questions, they will be glad to assist youwiththeextensiveresourcesavailable tothem. | [Brochure] Bose audio"
,,,"Wheelbase 2,700 mm (106.3 in)","Front-engine, four-wheel-drive (1985–present)",,,speed 4N71 automatic,"Offered in four models: S, SV, SL and Platinum (each available in 4WD and 2WD); Pathfinder Hybrid offered in SV, SL and Platinum (4WD and 2WD)",,,,,,,,"In 1985, the first generation Terrano was entered in the ninth Paris to Dakar rally race, with continued entries in rally races for many years, winning multiple times in its category.","As the Japanese market Terrano was regarded as a luxury vehicle, with an emphasi","As the Japanese market Terrano was regarded as a luxury vehicle, with an emphasis on outdoor leisure activities, the Terrano was introduced to Japanese buyers as an off-road, back-country Fairlady ZX. To emphasize this marketing approach, the Terrano was available with options not normally found on other budget-minded vehicles.","Beforedrivingyourvehicle,pleasereadthis Owner's Manual carefully.This will ensure familiar; Bose audio","Beforedrivingyourvehicle,pleasereadthis Owner's Manual carefully.This will ensure familiaritywithcontrolsandmaintenance requirements,assistingyouinthesafeop- erationofyourvehicle. | [Brochure] Bose audio"
,,,"The larger Pathfinder Armada debuted in late 2003, but was based on the Titan full-sized pickup truck and dropped the ""Pathfinder"" prefix in 2005.",Engine,,,speed manual,,,,,,,,,A locally built Pathfinder entered the Russian market in November 2014.,"The front grille was revised, numerous interior trim level options became availa","The front grille was revised, numerous interior trim level options became available and numerous exterior packages were offered by dealerships.",Bose audio,[Brochure] Bose audio
,,,Authority control databases: National,L VG33E V6,,,speed FS6R31A manual,,,,,,,,,,The optional rear-seat video entertainment system offered a choice of VCR or DVD,The optional rear-seat video entertainment system offered a choice of VCR or DVD player.,Bose audio,[Brochure] Bose audio
,,,,L VQ35DE DOHC 24V V6,,,Transmission Jatco Xtronic CVT,,,,,,,,,,2003 Infiniti QX: Additional standard equipment for 2003 included curtain-type s,"2003 Infiniti QX: Additional standard equipment for 2003 included curtain-type side airbags, available for the first time.",,
,,,,L TD27ETi OHV turbo I4,,,Pathfinder utilizes a Continuously Variable Transmission (CVT) transmission made by Jatco; early versions of this CVT have proved to be problematic to the point of requiring replacement by Nissan in some 2013 and 2014 model years due to a hydraulic line size issue.,,,,,,,,,,New standard equipment that had previously been part of the Premium Package incl,"New standard equipment that had previously been part of the Premium Package included 17-inch wheels, a driver-seat memory system, and a leather/woodgrain steering wheel with audio controls.",,
,,,,L ZD30DDTi DOHC 16V turbo I4,,,Transmission 9-speed ZF 9HP automatic,,,,,,,,,,Options included heated front/rear seats and a videotape or DVD rear-seat entert,Options included heated front/rear seats and a videotape or DVD rear-seat entertainment system.,,
,,,,L QD32ETi OHV turbo I4,,,"The 2022–present Pathfinder includes Nissan Safety Shield 360, a suite of driver-assistance technologies including automatic emergency braking, blind-spot warning, rear cross-traffic alert, lane-departure warning, and high-beam assist.",,,,,,,,,,A power moonroof that came standard.,A power moonroof that came standard.,,
,,,,,,,,,,,,,,,,,The headlights had LED projector low beam headlamps and LED daytime running ligh,"The headlights had LED projector low beam headlamps and LED daytime running lights standard on Platinum trim levels, while S, SV and SL trim levels offer restyled halogen projector headlights with LED daytime running lights.",,
,,,,,,,,,,,,,,,,,"Restyled tail lights will be standard on Platinum trim levels, and all 2017 Path","Restyled tail lights will be standard on Platinum trim levels, and all 2017 Pathfinders will also have new exterior colours added.",,
,,,,,,,,,,,,,,,,,A Motion Activated Liftgate is also became standard on SL and Platinum trim leve,A Motion Activated Liftgate is also became standard on SL and Platinum trim levels only as part of the power liftgate.,,
,,,,,,,,,,,,,,,,,Nissan Pathfinder ST (2017 facelift; Australia) Rear view Interior 2019 upda,Nissan Pathfinder ST (2017 facelift; Australia) Rear view Interior 2019 update The Rock Creek Edition package is introduced to the Nissan Pathfinder for the 2019 model year.,,
,,,,,,,,,,,,,,,,,The appearance package is only available on the SV and SL trim levels.,The appearance package is only available on the SV and SL trim levels.,,
,,,,,,,,,,,,,,,,,"Trailer sway control is also included as standard, in addition to Safety Shield","Trailer sway control is also included as standard, in addition to Safety Shield 360, Nissan's active safety suite.",,
,,,,,,,,,,,,,,,,,An 8-inch touchscreen infotainment with Apple CarPlay and Android Auto is standa,"An 8-inch touchscreen infotainment with Apple CarPlay and Android Auto is standard, while upper trims use a 9-inch unit, with wireless Apple CarPlay capability.",,
,,,,,,,,,,,,,,,,,The top-spec Platinum model gains a 12.3-inch digital gauge cluster and a 10.8-i,"The top-spec Platinum model gains a 12.3-inch digital gauge cluster and a 10.8-inch heads-up display in addition to the 9-inch screen. The fifth-generation Pathfinder comes standard as an 8-seater, with second-row bucket seats, a first for the Pathfinder, are available.",,
,,,,,,,,,,,,,,,,,"A new Baltic Teal color joins the palette, and Platinum models feature 20-inch w","A new Baltic Teal color joins the palette, and Platinum models feature 20-inch wheels. A restyled dashboard includes a standard 12.3-inch touchscreen across all trims, up from 8- or 9-inch units, with wireless Apple CarPlay and Android Auto.",,
,,,,,,,,,,,,,,,,,Venture far past the pavement with the new rugged Intelligent 4x4 System1 and se,"Venture far past the pavement with the new rugged Intelligent 4x4 System1 and seven Drive and Terrain Modes.2 Standard Nissan Safety Shield® 360 adds confidence wherever you go,3 while elevated interior appointments and cutting-edge tech means first-class comfort for your next ...",,
,,,,,,,,,,,,,,,,,"2022 Nissan Pathfinder Specs, Features & Options Here's everything you need to k","2022 Nissan Pathfinder Specs, Features & Options Here's everything you need to know about each trim in the 2022 Nissan Pathfinder lineup.",,
,,,,,,,,,,,,,,,,,"Nissan North America, Inc., reserves the right to make changes, at any time, wit","Nissan North America, Inc., reserves the right to make changes, at any time, without prior notice, in prices, colors, materials, equipment, specifications, and models and to discontinue models or decision.",,
,,,,,,,,,,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,,,,,,,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
