Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2024,GMC,Acadia,Predecessor GMC Envoy XL,"Front-engine, front-wheel-drive",,,Transmission 6-speed 6T75 automatic,"The Acadia has seating for eight and either front or all-wheel drive. With a 5,200 lb (2,359 kg) towing capacity, the Acadia slots between the GMC Terrain and the Yukon. The Acadia is the mid-priced Lambda model between the Chevrolet Traverse and Enclave.",,,,,,,,GMC Acadia Denali in Downpour (Blue) Metallic,"Steering is power-assisted rack-and-pinion, with an optional variable-effort sys","Steering is power-assisted rack-and-pinion, with an optional variable-effort system.",,
,,,(Acadia Limited),"Front-engine, all-wheel-drive",,,Engine and transmission,,,,,,,,,Predecessor GMC Envoy XL,Four-wheel disc brakes with ABS are standard.,Four-wheel disc brakes with ABS are standard.,,
,,,"Wheelbase 118.9 in (3,020 mm)",Engine,,,"The Acadia uses GM's High Feature LY7 V6 that was introduced in the Cadillac CTS. In the Acadia, the engine produces 275 hp (205 kW) and 258 lb⋅ft (350 N⋅m) of torque. The Acadia also uses the new GM-Ford 6-speed automatic transmission.",,,,,,,,,"Predecessor Holden Captiva (Australia and New Zealand, 7-seater only)",19 inch cast aluminum wheels and Goodyear Eagle RS-A M+S P255/60R-19 108H tires,19 inch cast aluminum wheels and Goodyear Eagle RS-A M+S P255/60R-19 108H tires with a high-pressure compact spare tire are standard on the SLT2 model and optional on the SLT1.,,
,,,The first-generation Acadia was sold alongside its second-generation replacement as the Acadia Limited.,Engine and transmission,,,Year Engine Power Torque Transmission,,,,,,,,,"GMC introduced some minor changes for the 2021 model year. Wireless functionality for Apple CarPlay and Android Auto was added, as well as the debut of an Elevation Edition package that adds black exterior styling accents and 20-inch wheels.",The SLT1 comes standard with 18 inch machined aluminum wheels.,The SLT1 comes standard with 18 inch machined aluminum wheels.,,
,,,"The Acadia Denali joins its SUV siblings, the Terrain Denali, the Yukon Denali and Yukon XL Denali, and marks GMC's first crossover to take the Denali badge.","The 2012 Acadia has a 3.6 L V6 engine producing 288 hp (215 kW) at 6,300 rpm and 270 lb⋅ft (366 N⋅m) of torque at 3,400 rpm.",,,Transmission 6-speed 6T50/6T70 automatic (2017–2019),,,,,,,,,,"2014 model year For the 2014 model year, the Acadia added Forward Collisi","2014 model year For the 2014 model year, the Acadia added Forward Collision Alert and Lane Departure Warning as a standard on Denali and as an optional feature on SLT1 and SLT2 trims, while two charging-only USB ports on the rear of the center console for second-row use were added as a standard for all trims. 2015 model year For the 2015 model year, a heated, leather-wrapped steering wheel became standard on SLT-2 and Denali models, along with a twenty-inch aluminum wheel desig",,
,,,Trim levels,The 2016 Acadia Limited has a 3.6 L V6 engine producing 310 hp (231 kW) and 271 lb ft (367 Nm) of torque.,,,speed 9T50/9T65 automatic (2020+),,,,,,,,,,The second generation Acadia is also available with Third Row Seat Delete option,The second generation Acadia is also available with Third Row Seat Delete option on SLE and SLT trim levels as part of the All-Terrain Package.,,
,,,Trim level Years,Year Engine Power Torque Transmission,,,Transmission 8-speed automatic,,,,,,,,,,"Wireless functionality for Apple CarPlay and Android Auto was added, as well as","Wireless functionality for Apple CarPlay and Android Auto was added, as well as the debut of an Elevation Edition package that adds black exterior styling accents and 20-inch wheels. 2022 Interior (facelift) The GMC Acadia received a few updates for 2022, the most notable was the discontinuation of the 2.5 LCV I4 engine, which was standard on lower trim levels, the new standard engine became the turbocharged 2.0L LSY I4 while the 3.6L V6 LGX will still be available as an option.",,
,,,SLT 2007–present,–2008 3.6 L LY7 V6 275 hp (205 kW) 251 lb⋅ft (340 N⋅m) 6-speed 6T75,,,,,,,,,,,,,Standard on all trims will be a 15-inch tablet-style infotainment system and an,Standard on all trims will be a 15-inch tablet-style infotainment system and an 11-inch reconfigurable instrument cluster display.,,
,,,Acadia Limited,L LGX V6 310 hp (231 kW) 271 lb·ft (367 N·m) 6-speed 6T70,,,,,,,,,,,,,"ACADIA MODELS 2024 FEATURES, SPECS AND OPTIONS Preproduction models shown throug","ACADIA MODELS 2024 FEATURES, SPECS AND OPTIONS Preproduction models shown throughout.",,
,,,"Wheelbase 112.5 in (2,857 mm)",L LSY turbo I4 (2020–2023),,,,,,,,,,,,,"We reserve the right, however, to make changes at any time, without notice, in p","We reserve the right, however, to make changes at any time, without notice, in prices, colors, materials, equipment, specifications, models and availability.",,
,,,GMC Acadia SLT,L LGX V6,,,,,,,,,,,,,GM Authority is taking a closer look at the 2024 GMC Acadia with the following p,"GM Authority is taking a closer look at the 2024 GMC Acadia with the following pricing breakdown, including all available options and packages.",,
,,,"Wheelbase 120.9 in (3,070 mm)",L LK0 turbo I4 (gasoline),,,,,,,,,,,,,2024 GMC All-New Acadia STANDARD EQUIPMENT USA S = Standard Equipment A = Availa,"2024 GMC All-New Acadia STANDARD EQUIPMENT USA S = Standard Equipment A = Available --(dashes) = Not Available D = ADI Available ACADIA MODELS 2024 FEATURES, SPECS AND OPTIONS Preproduction models shown throughout.",,
,,,GMC Acadia at the Internet Movie Cars Database,,,,,,,,,,,,,,"To better understand the 2024 GMC Acadia, let's take a closer look at its pricin","To better understand the 2024 GMC Acadia, let's take a closer look at its pricing structure, which includes all available options and packages.",,
,,,,,,,,,,,,,,,,,Deep Dive into the 2024 GMC Acadia The 2024 GMC Acadia is a versatile and well-e,Deep Dive into the 2024 GMC Acadia The 2024 GMC Acadia is a versatile and well-equipped SUV that offers an impressive range of options and packages to suit a variety of needs and preferences.,,
,,,,,,,,,,,,,,,,,"2024 GMC Acadia Specs, Features & Options Here's everything you need to know abo","2024 GMC Acadia Specs, Features & Options Here's everything you need to know about each trim in the 2024 GMC Acadia lineup.",,
