Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2013,GMC,Canyon,[Brochure Summary],,,,,,,,,,,,,,,,Bose audio | 6-speaker; 7-speaker system; Bose audio | 6-speaker; 7-speaker system,[Brochure] Bose audio | 6-speaker; 7-speaker system | [Brochure] Bose audio | 6-speaker; 7-speaker system | [Backfilled from 2015]
