Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Mercedes,EQS-Class Sedan,"Wheelbase 3,210 mm (126.4 in)",Electric motor Permanent magnet AC synchronous,,,Transmission Direct-drive automatic,kWh 4wd: 676 km (420 mi),,,,,,,,"In December 2022, Bloomberg News listed the EQS as a ""terrific"" (great) alternative option to the Tesla Model S for auto owners angered by Elon Musk.",The taillights were also updated with the spiral-like LED element extending towa,The taillights were also updated with the spiral-like LED element extending towards the center. The interior features heated seatbelts first seen on the updated W223 S-Class and an optional yoke-based steering wheel for versions equipped with steer-by-wire.,,
,,,,with total 330 kW (440 hp) (500 4MATIC),,,,(590 lb⋅ft) 4WD 5.6 s 685 km,,,,,,,,,"Updated Mercedes EQS EV sets new standard with 574 miles per charge"".","Updated Mercedes EQS EV sets new standard with 574 miles per charge"".",,
,,,,with total 385 kW (516 hp) (580 4MATIC),,,,,,,,,,,,,"Mercedes-Benz reserves the right to make changes at any time, without notice, to","Mercedes-Benz reserves the right to make changes at any time, without notice, to colors, materials, equipment, special specifications and models.",,
,,,,with total 484–560 kW (649–751 hp) (EQS 53 AMG 4MATIC+),,,,,,,,,,,,,Pricing may not yet be finalized for some models or options.,Pricing may not yet be finalized for some models or options.,,
,,,,Battery 108 kWh 400V NCM 811 lithium-ion,,,,,,,,,,,,,"The 2025 Mercedes-Benz EQS Sedan comes in three models: EQS 450+, EQS 450 4MATIC","The 2025 Mercedes-Benz EQS Sedan comes in three models: EQS 450+, EQS 450 4MATIC®, and EQS 580 4MATIC® with 18 exterior color options and seats up to 5.",,
,,,,Electric range WLTP:,,,,,,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,kWh 2wd: 785 km (488 mi),,,,,,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,kWh 4wd: 676 km (420 mi),,,,,,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,kWh 2wd: 640 km (398 mi),,,,,,,,,,,,,2025 Mercedes-Benz EQS Sedan Configurations Select up to 3 trims below to compar,2025 Mercedes-Benz EQS Sedan Configurations Select up to 3 trims below to compare some key specs and options for the 2025 Mercedes-Benz EQS Sedan.,,
,,,,"Plug-in charging 22 kW 3-phase on board, 200 kW DC, bidirectional (Japan only)",,,,,,,,,,,,,,,,
,,,,The EQS was presented at the 2019 International Motor Show Germany (IAA) as the Mercedes-Benz Vision EQS and foreshadows the future Mercedes-Benz series luxury electric sedan cars announced for 2021. The production model debuted on 15 April 2021.,,,,,,,,,,,,,,,,
,,,,full/usable [kWh] Drivetrain 0–100 km/h (0–62 mph) Top speed Max. range (WLTP) Range (EPA),,,,,,,,,,,,,,,,
