Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Mercedes,EQS-Class Sedan,"Wheelbase 3,210 mm (126.4 in)",Electric motor Permanent magnet AC synchronous,,,Transmission Direct-drive automatic,kWh 4wd: 676 km (420 mi),,,,,,,,"In December 2022, Bloomberg News listed the EQS as a ""terrific"" (great) alternative option to the Tesla Model S for auto owners angered by Elon Musk.",The taillights were also updated with the spiral-like LED element extending towa,The taillights were also updated with the spiral-like LED element extending towards the center. The interior features heated seatbelts first seen on the updated W223 S-Class and an optional yoke-based steering wheel for versions equipped with steer-by-wire.,,
,,,,with total 330 kW (440 hp) (500 4MATIC),,,,(590 lb⋅ft) 4WD 5.6 s 685 km,,,,,,,,,"Updated Mercedes EQS EV sets new standard with 574 miles per charge"".","Updated Mercedes EQS EV sets new standard with 574 miles per charge"".",,
,,,,with total 385 kW (516 hp) (580 4MATIC),,,,,,,,,,,,,2022-eqs-sedan-order-guide-en_us PDF A document that provides detailed informati,"2022-eqs-sedan-order-guide-en_us PDF A document that provides detailed information on the 2022 EQS Sedan, focusing on model specifications, standard equipment, and configurations.",,
,,,,with total 484–560 kW (649–751 hp) (EQS 53 AMG 4MATIC+),,,,,,,,,,,,,"It includes a table of contents, revisions history, and product clarifications.","It includes a table of contents, revisions history, and product clarifications.",,
,,,,Battery 108 kWh 400V NCM 811 lithium-ion,,,,,,,,,,,,,"The document outlines various trim levels, features, and options available for t","The document outlines various trim levels, features, and options available for the EQS models.",,
,,,,Electric range WLTP:,,,,,,,,,,,,,"EQS Trim Levels Available in three equipment levels, with streamlined packages a","EQS Trim Levels Available in three equipment levels, with streamlined packages and single options, ordering an EQS has never been this easy.",,
,,,,kWh 2wd: 785 km (488 mi),,,,,,,,,,,,,Choose from one of three Trims and then select standalone options for each.,Choose from one of three Trims and then select standalone options for each.,,
,,,,kWh 4wd: 676 km (420 mi),,,,,,,,,,,,,There are a variety of standard and optional features available on the 2022 Merc,There are a variety of standard and optional features available on the 2022 Mercedes-Benz EQS.,,
,,,,kWh 2wd: 640 km (398 mi),,,,,,,,,,,,,Have standard features in the 2022 Mercedes-Benz EQS sedan Standard equipment in,Have standard features in the 2022 Mercedes-Benz EQS sedan Standard equipment includes the features that come with this vehicle.,,
,,,,"Plug-in charging 22 kW 3-phase on board, 200 kW DC, bidirectional (Japan only)",,,,,,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,The EQS was presented at the 2019 International Motor Show Germany (IAA) as the Mercedes-Benz Vision EQS and foreshadows the future Mercedes-Benz series luxury electric sedan cars announced for 2021. The production model debuted on 15 April 2021.,,,,,,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,full/usable [kWh] Drivetrain 0–100 km/h (0–62 mph) Top speed Max. range (WLTP) Range (EPA),,,,,,,,,,,,,"As the first fully-electric sedan for the Mercedes-EQ brand, the 2022 EQS reimag","As the first fully-electric sedan for the Mercedes-EQ brand, the 2022 EQS reimagines the possibilities of what electric vehicles are capable of, even at a high standard for luxuriousness.",,
,,,,,,,,,,,,,,,,,The two trim levels of the EQS 450+ and EQS 580 4MATIC® come heavily equipped wi,The two trim levels of the EQS 450+ and EQS 580 4MATIC® come heavily equipped with standard and optional features to add comfort and convenience for every drive.,,
