Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Mercedes,G-Class,"Wheelbase 2,400 mm (94.5 in) (2-door)","Layout Front engine, four-wheel drive",,,Transmission 4-speed manual,"Layout Front engine, four-wheel drive",,,,,,,,"Very early, carburetted grey market Mercedes-Benz 230 G Cabriolet","For 1985, differential locks, central door locking and a tachometer became stand","For 1985, differential locks, central door locking and a tachometer became standard.","Dec 4, 2024G 550 $148,250 * Standard Feature Highlights New 3.0L Inline-6 Turbo with 48V M","Dec 4, 2024G 550 $148,250 * Standard Feature Highlights New 3.0L Inline-6 Turbo with 48V Mild Hybrid System delivers greater performance and efficiency 0.3-seconds quicker acceleration from 0-60 mph 30-percent increase in EPA city fuel economy 4MATIC All-Wheel Drive (40 percent front/60 percent rear torque distribution) Selectable LOW RANGE off-road gear ..."
,,,The G-Wagen gained its global fame in 1980 when Mercedes-Benz built a Popemobile based on 230 G cabriolet during the first visit of Pope John Paul II in Germany.,Engine 2.0L M 102.964 E20 I4,,,speed manual,five-door station wagon with long wheelbase and widened track (Mercedes-Benz G 500 4x4²),,,,,,,,L OM 642 DE 30 LA red. V6 turbodiesel,"In 1989, for the 10th anniversary of the G Model, a new model variant with perma","In 1989, for the 10th anniversary of the G Model, a new model variant with permanent 4-wheel drive, a wood-trimmed interior and optional Anti-lock Braking System (ABS) debuted at the Frankfurt International Motor Show.",,
,,,three-door station wagon with short wheelbase,L OM 616 I4 diesel,,,speed 720.1 (W4A 018) automatic,G 63 4x4²,,,,,,,,"G 280 CDI Worker (Military) 2007–2014 V6 turbo (OM 642 DE 30 LA red.) 2,987 cc (182.3 cu in) 135 kW (184 PS; 181 bhp) at 3,800 rpm 400 N⋅m (295 lb⋅ft) at 1,600–2,600 rpm — 120 km/h (75 mph) —",Ventilated front disc brakes and a driver's air bag became standard.,Ventilated front disc brakes and a driver's air bag became standard.,,
,,,four-door cabriolet with extended wheelbase (Mercedes-Maybach G 650 Landaulet),L OM 602 I5 diesel,,,Model Years Configuration Displacement Power Torque 0–100 km/h (0–62 mph) Top speed Fuel consumption/efficiency,G 63 4x4² at Retro Classics 2023,,,,,,,,L M 117.965 E 50 (bored out) V8,"Over the next decade, the engine and transmission choices were expanded or updat","Over the next decade, the engine and transmission choices were expanded or updated along with more and more optional extra cost creature comforts (air conditioning, automatic transmission, power windows, etc.).",,
,,,five-door station wagon with long wheelbase,L OM 617 I5 diesel,,,Transmission 4-speed 720.1 (W4A 018) automatic,G 63 4x4² rear,,,,,,,,"Mercedes-Benz premiered a special edition of G-Class with its first-ever V8 engine at 1993 Geneva International Motor Show. The 500 GE V8 was available in 5-door, long wheelbase station wagon and for one year, 1993, only.",The engine options were a 2.3-litre four-cylinder inline petrol and later a 2.9-,"The engine options were a 2.3-litre four-cylinder inline petrol and later a 2.9-litre five-cylinder inline diesel, with the available models being the 240 GD and the 290 GDT.",,
,,,five-door station wagon with extended wheelbase (custom built by AMG),Engines,,,Transmission,"As the G-Class transitioned through its W460, W463, and subsequent generations, its dimensions and kerb weight notably increased to accommodate modern safety standards, luxury interiors, and advanced drivetrain modules.",,,,,,,,A Puch 500 GE V8 was offered as well: only three units were produced.,"The consumers could order theirs with ""Off-Road Package 1"" or ""Off-Road Package","The consumers could order theirs with ""Off-Road Package 1"" or ""Off-Road Package 2"".",,
,,,"Mercedes-Benz G 550 in G manufaktur trim, front view",,,,,,,,,,,,,"The new G 550 and AMG G 63 went on sale in the United States with a starting price of $149,900 and $188,050 respectively. The G-Class for the US market has the widest range of exterior colors available, totaling 24, of any Mercedes-Benz passenger vehicle.","On 11 November 2005, Dieter Zetsche, DaimlerChrysler Board of Management member","On 11 November 2005, Dieter Zetsche, DaimlerChrysler Board of Management member and head of the Mercedes Car Group, announced that G-Class production would continue.",,
,,,"Mercedes-Benz G 550 G manufaktur trim, rear view",,,,,,,,,,,,,"As of June 2025, a civilian version of W464 has not been offered to the public yet despite the popularity of W461 civilian version in the past.",2007 update Mercedes-Benz showcased a heavily revised 2007 model at the P,"2007 update Mercedes-Benz showcased a heavily revised 2007 model at the Paris Motor Show in September 2006 with emphasis on an updated interior, engine range, and new safety equipment. For 2007, the G-Class received its first high-intensity discharge headlamps, reversing camera, and tire pressure monitoring system (the latter two are federally mandated safety equipment for the United States).",,
,,,"As of June 2025, a civilian version of W464 has not been offered to the public yet despite the popularity of W461 civilian version in the past.",,,,,,,,,,,,,Predecessor W463,The interior received a new instrument cluster with four chrome-trimmed round ga,The interior received a new instrument cluster with four chrome-trimmed round gauges from the C-Class and a new four-spoke multi-function steering wheel with options of full leather cover or combination of leather and wood.,,
,,,"Locally built by DEFTECH since 2001, the G-Wagon is used along with Land Rover Defender as light transport of Malaysian Army. It uses the GD280 chassis.",,,,,,,,,,,,,"A month later on 24 April 2024, the electric version, G 580 with EQ Technology, was introduced. This model was inspired by the Concept EQG and first electric vehicle from Mercedes-Benz not to have a separate EQ model.","The new ARTICO upholstery colour, cognac, was added to black and grey interior c","The new ARTICO upholstery colour, cognac, was added to black and grey interior colour options.",,
