Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2008,Ram,HD,[Brochure Summary],,,,,,,,,,,,,,,,Infinity audio | leather-trimmed; premium cloth; Leather-trimmed seating; Infinity audio | leather-trimmed; premium cloth; Leather-trimmed seating,[Brochure] Infinity audio | leather-trimmed; premium cloth; Leather-trimmed seating | [Brochure] Infinity audio | leather-trimmed; premium cloth; Leather-trimmed seating | [Backfilled from 2007]
