Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2006,ram,HD,[Brochure Summary],,,,,,,,,,,,,,,,Infinity audio | leather-trimmed; premium cloth; Leather-trimmed; Suede; Premium cloth seating; Infinity audio | leather-trimmed; premium cloth; Leather-trimmed; Suede; Premium cloth seating,[Brochure] Infinity audio | leather-trimmed; premium cloth; Leather-trimmed; Suede; Premium cloth seating | [Brochure] Infinity audio | leather-trimmed; premium cloth; Leather-trimmed; Suede; Premium cloth seating
