Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2014,Kia,Soul,Soul,1.6L I4 (SIDI),Automatic 6-spd,Front-Wheel Drive,Regular Gasoline,Small Station Wagons,4,1.6,24,30,26,,,,,
2014,Kia,Soul,Soul,1.6L I4 (SIDI),Manual 6-spd,Front-Wheel Drive,Regular Gasoline,Small Station Wagons,4,1.6,24,30,26,,,,,
2014,Kia,Soul,ECO dynamics,2.0L I4 (SIDI),Automatic 6-spd,Front-Wheel Drive,Regular Gasoline,Small Station Wagons,4,2.0,24,30,26,,,,,
2014,Kia,Soul,Soul,2.0L I4 (SIDI),Automatic 6-spd,Front-Wheel Drive,Regular Gasoline,Small Station Wagons,4,2.0,23,30,26,,,,,
