Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2000,Lexus,SC,SC,3.0L V6,Automatic 4-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,17,22,19,,,,,
2000,Lexus,SC,SC,4.0L V8,Automatic 5-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,8,4.0,16,23,19,,,,,
