Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,"Wheelbase 2,710 mm (106.7 in)","Front-engine, all-wheel-drive",Transmission,,"The Lincoln Corsair is a compact luxury crossover manufactured by Ford and marketed by its Lincoln brand for model years 2020-2026, superseding the MKC. The Corsair was the best-selling vehicle for Lincoln.",'buccaneer') began in May 2020. The interior features a standard 8-inch dis,'buccaneer') began in May 2020. The interior features a standard 8-inch display flanked by a speedometer and tachometer in the instrument cluster and 8-inch infotainment screen running Lincoln Sync 3 software.,,
,,,,Battery 14.4 kWh NMC Samsung SDI (Grand Touring),,,,The interior receives a larger 13.2-inch touchscreen with Sync 4 software where,"The interior receives a larger 13.2-inch touchscreen with Sync 4 software where the HVAC controls now reside, the 12.3-inch fully digital instrument cluster is now standard, and new upholstery choices are available.",,
,,,,"Electric range 27–28 mi (43–45 km) (Grand Touring, EPA)",,,,"The 2.3 L engine option was dropped, while the standard 2.0 L engine and plug-in","The 2.3 L engine option was dropped, while the standard 2.0 L engine and plug-in hybrid remain. The base Standard trim has been renamed to Premiere, while the Reserve and exclusively plug-in hybrid Grand Touring trims remain.",,
,,,,Plug-in charging AC: 3.3 kW SAEJ1772 (Grand Touring),,,,"May 18, 2024Check out every package available for the 2024 Lincoln Corsair luxur","May 18, 2024Check out every package available for the 2024 Lincoln Corsair luxury crossover, including availability, content and pricing.",,
,,,,"The Corsair went on sale in late 2019 with Standard and Reserve trims, with the exclusively plug-in hybrid Grand Touring trim arriving later in 2020. In the Chinese market, deliveries of the Corsair (Chinese: 冒险家; pinyin: mào xiǎn jiā; lit. 'buccaneer') began in May 2020.",,,,The Grand Touring's Collection II and III packages and standalone options mirror,The Grand Touring's Collection II and III packages and standalone options mirror those from the Reserve.,,
,,,,"Production of the Corsair, along with the Ford Escape ended in December 2025 at the Louisville Assembly Plant to make way for a midsize all-electric pickup to enter production in 2027.",,,,Simply visit Stivers Lincoln at your convenience during our standard showroom ho,Simply visit Stivers Lincoln at your convenience during our standard showroom hours.,,
,,,,,,,,"2024 Lincoln Corsair Specs, Features & Options Here's everything you need to kno","2024 Lincoln Corsair Specs, Features & Options Here's everything you need to know about each trim in the 2024 Lincoln Corsair lineup.",,
,,,,,,,,"A fully loaded 2024 Lincoln Corsair with all non-conflicting options, cost-add p","A fully loaded 2024 Lincoln Corsair with all non-conflicting options, cost-add paint and wheels, the Collection III package, and all available stand-alone accessories rings in at $68,705, about $30,000 more than the starting MSRP.",,
,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,,,,,"Jun 13, 2024Lincoln's smallest SUV, the 2024 Corsair is a pleasantly premium cro","Jun 13, 2024Lincoln's smallest SUV, the 2024 Corsair is a pleasantly premium crossover with the added benefit of plug-in hybrid powertrain option.",,
