Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,Nissan,Frontier,Wheelbase,"Front-engine, rear-wheel-drive",Transmission Jatco JR913E (9G-Tronic) 9-speed automatic,,Predecessor Nissan Hardbody (D21),The vehicle rides on a revised high-strength steel ladder frame chassis carried,"The vehicle rides on a revised high-strength steel ladder frame chassis carried over from the outgoing model. It is offered in extended King Cab and crew-cab layouts with either rear- or four-wheel drive, and five- and six-foot cargo box length options.",,
,,,,"Front-engine, four-wheel-drive",,,,"The crew cab is available with two- or four-wheel drive in the S and SV trims, w","The crew cab is available with two- or four-wheel drive in the S and SV trims, while four-wheel drive is standard on the Pro-4X.",,
,,,,Engine,,,,"In Canada, a two-wheel drive model is not offered, with four-wheel drive being t","In Canada, a two-wheel drive model is not offered, with four-wheel drive being the only option sold, regardless of trim level. The Pro-4X trim receives a rear electronic locking differential, Bilstein off-road shocks, and underbody skid plates as standard. This version is sold in Mexico alongside the D23 Frontier which has been offered in the country since 2014.",,
,,,,L VQ38DD V6,,,,"The first trim, called the Hardbody Edition, is based on the equipment of the mi","The first trim, called the Hardbody Edition, is based on the equipment of the midlevel SV trim, and features retro-inspired seventeen-inch aluminum wheels painted white, as well as retro exterior details inspired by the 1980s Nissan Pickup, commonly referred to as the ""Hardbody"".",,
,,,,Power output 310 hp (231 kW; 314 PS),,,,"The second trim, the SL, returns to the Frontier lineup for 2024 (having previou","The second trim, the SL, returns to the Frontier lineup for 2024 (having previously been available on the previous-generation Frontier model), and replaces the SV Premium Package, featuring the same equipment.",,
