Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,Motorsports,Toyota Prius Plug-in Hybrid/Prime (XW60),,,"The Canadian market Prius is available in two trims: XLE and Limited. Both are powered with the M20A-FXS engine, and include AWD.",All trims are powered with the M20A-FXS engine; AWD is optional on all. In 2,"All trims are powered with the M20A-FXS engine; AWD is optional on all. In 2024, for the 2025 model year, the Nightshade trim was added, based on the XLE trim. Canada The Canadian market Prius is available in two trims: XLE and Limited.",,
,,,A Toyota Prius apr GT at Sportsland SUGO,Engine,,,US: Kelley Blue Book Best New Model Award 2024.,Ambient lighting is standard on XLE HEV and XSE PHEV trims. Safety T,Ambient lighting is standard on XLE HEV and XSE PHEV trims. Safety The Prius holds the 2023 IIHS Top Safety Pick+.,,
,,,,,,,,"""Toyota Adds to Prius Lineup With Smallest Hybrid"".","""Toyota Adds to Prius Lineup With Smallest Hybrid"".",,
,,,,,,,,"The sales figure includes the Prius liftback, Prius v, Prius c and Prius PHV.","The sales figure includes the Prius liftback, Prius v, Prius c and Prius PHV.",,
,,,,,,,,UK Advertising Standards Authority.,UK Advertising Standards Authority.,,
,,,,,,,,"For details on vehicle specifications, standard features and available equipment","For details on vehicle specifications, standard features and available equipment in your area, contact your Toyota dealer.",,
,,,,,,,,A vehicle with particular equipment may not be available at the dealership.,A vehicle with particular equipment may not be available at the dealership.,,
,,,,,,,,Every effort has been made to ensure the specifications and equipment described,Every effort has been made to ensure the specifications and equipment described are accurate based on information available at time of creati n of this Product Summary.,,
,,,,,,,,"In some cases, certain changes in production capacity, standard equipment, optio","In some cases, certain changes in production capacity, standard equipment, options or product delays may occur which would not be automatically reflect Find vehicle information including specs, colors, images and prices for all Toyota Prius models.",,
,,,,,,,,"Then locate a dealer near you for current special offers, local deals and lease","Then locate a dealer near you for current special offers, local deals and lease options for the 2024 Toyota Prius on BuyaToyota.com, an official Toyota site.",,
,,,,,,,,"For an exhuastive look at all 2024 Toyota Prius specs, features and options, che","For an exhuastive look at all 2024 Toyota Prius specs, features and options, check out Kelley Blue Book's specs page.",,
,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,,,,,"Its four driving modes - Power, Eco, EV, and an optional Electronic On-Demand AW","Its four driving modes - Power, Eco, EV, and an optional Electronic On-Demand AWD system - allow customization of the driving style to suit different preferences.",,
,,,,,,,,Standard Toyota Safety Sense 3.0 equips the Prius with crucial safety features t,Standard Toyota Safety Sense 3.0 equips the Prius with crucial safety features to navigate potential road hazards.,,
,,,,,,,,See toyota.com for information about options/packages commonly available in your,See toyota.com for information about options/packages commonly available in your area.,,
,,,,,,,,"If you would prefer a vehicle without any or with different options, contact you","If you would prefer a vehicle without any or with different options, contact your dealer to check for current availability or the possibility of placing a special order.",,
