Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,Mercedes,SLS-Class,Class Sports car/Grand Tourer (S),"Front mid-engine, rear-wheel-drive",Transmission Getrag 7DCL750 7-speed dual-clutch automatic,"Quad-motor, all-wheel drive (SLS AMG Electric drive only)",",549 kg (3,415 lb) (Black Series)",Production ended in 2014 with the introduction of the SLS AMG GT Final Edition.[,"Production ended in 2014 with the introduction of the SLS AMG GT Final Edition. As compared to its predecessor (the SLR McLaren), the SLS is per Mercedes-AMG head Tobias Moers, the faster car on the track, both in the hands of normal drivers as well as race car drivers. The Mercedes-McLaren SLR came in at 1,750 kg (3,858 lb). The SLS, however, has a curb weight of 1,619 kg (3,569 lb) when equipped with the standard wheels.",,
,,,"Wheelbase 2,680 mm (105.5 in)","Quad-motor, all-wheel drive (SLS AMG Electric drive only)",Transmission,,Predecessor Mercedes-Benz SLR McLaren,The stabilizer bars and drop links are steel. Brakes The carbon ceram,The stabilizer bars and drop links are steel. Brakes The carbon ceramic brakes were optional on the SLS AMG.,,
,,,Motorsport,Engine 6.2 L M159 V8,The 7-speed dual-clutch transmission used on the SLS AMG,,SLS AMG Coupé Black Series 2013–2015 N/A 132,Standard are 390 mm (15.35 in) (front) and 360 mm (14.17 in) (rear) two-piece ca,Standard are 390 mm (15.35 in) (front) and 360 mm (14.17 in) (rear) two-piece cast iron ventilated disc brakes with 6-piston aluminium (front) and 4-piston (rear) calipers.,,
,,,"Minichamps produced a limited (197 units) edition of SLS AMG GT3 1:18 scale model car for the IAA 2013. The vehicle includes 88 parts, painted in matt black and features poison green details.","An electric version of the car, the SLS AMG Electric Drive, was presented at the 2012 Paris Motor Show. Production ended in 2014 with the introduction of the SLS AMG GT Final Edition.",The SLS AMG has a retractable rear wing which extends at a speed of 120 km/h (75 mph) for stability and handling and acts as an airbrake when braking.,,"The SLS AMG was assembled largely by hand, with its chassis and aluminum body shell produced by Magna Steyr in Graz, Austria and then transferred to Sindelfingen, Germany for assembly, with its engine being hand built by AMG in Affalterbach, Germany.",Optional on the SLS AMG are carbon-ceramic disc brakes.,Optional on the SLS AMG are carbon-ceramic disc brakes.,,
,,,"a b c Damon Lowney. ""Mercedes SLS AMG GT Final Edition marks end of AMG's first sports car"". Autoblog.",SLS AMG Coupé Electric Drive 2013 N/A 9,"The ""Final Edition"" changes do not result in any quantifiable performance difference over the prior year model. Horsepower, torque, acceleration times and top speed are all identical.",,"SLS AMG Coupé Black Series 2013–2015 6,208 cc (378.8 cu in) V8 (M 159 E 63) 464 kW; 622 hp (631 PS) at 7,400 rpm 635 N⋅m (468 lbf⋅ft) at 5,500 rpm",An anti-lock braking system and a 3-stage electronic stability program (ESP) are,An anti-lock braking system and a 3-stage electronic stability program (ESP) are standard equipment.,,
,,,"a b ""2010: the Mercedes-Benz SLS AMG – Daimler Global Media Site > Classic > Mercedes-Benz Cars > Mercedes-Benz Passenger Cars > Super-sports cars"". daimler.com. 14 May 2010.","The SLS AMG was assembled largely by hand, with its chassis and aluminum body shell produced by Magna Steyr in Graz, Austria and then transferred to Sindelfingen, Germany for assembly, with its engine being hand built by AMG in Affalterbach, Germany.",The car won the 2012 and 2013 Dubai 24 Hour under Black Falcon Racing. Black Swan Racing and DragonSpeed currently uses the SLS AMG GT3 in the SCCA Pirelli World Challenge.,,"SLS AMG ""Blackbird"" (2010)","SLS AMG ""AMG Desert Gold"" (2010) Mercedes-Benz SLS AMG ""AMG Desert Gold""","SLS AMG ""AMG Desert Gold"" (2010) Mercedes-Benz SLS AMG ""AMG Desert Gold"" Unveiled at the 2010 Dubai International Motor Show, this variant of the SLS AMG Coupé showcased further customisation options for the SLS AMG including decorative features in shining chrome or Silver Shadow colours, black-painted AMG light-alloy wheels in size 9.5 x 19 at the front and 11.0 x 20 at the rear with a golden ring on the rim flange and a matte gold body colour dubbed ""desert gold"".",,
,,,Mercedes-Benz sportscar racers,"SLS AMG Coupé Electric Drive 2013 4 synchronous electric motors 552 kW; 741 hp (751 PS) 1,000 N⋅m (738 lb⋅ft)",,,The car won the 2012 and 2013 Dubai 24 Hour under Black Falcon Racing. Black Swan Racing and DragonSpeed currently uses the SLS AMG GT3 in the SCCA Pirelli World Challenge.,Optional AMG Aerodynamics package includes a fixed adjustable carbon-fibre rear,"Optional AMG Aerodynamics package includes a fixed adjustable carbon-fibre rear aerofoil as installed on the SLS AMG GT3, rear aerofoil braced by aluminium elements on a special insert on the boot lid, additional carbon-fibre flics on the front apron.",,
,,,Authority control databases,V 60 kWh (220 MJ) lithium-ion battery 600 kW; 805 hp (816 PS),,,"The Cigarette 46' Rider, a boat inspired by the SLS AMG and built by Cigarette Racing, was unveiled in 2010 at the Miami International Boat Show.","Other options include AMG carbon-fibre wing mirrors, AMG carbon-fibre engine cov","Other options include AMG carbon-fibre wing mirrors, AMG carbon-fibre engine cover, AMG Interior Carbon-Fibre package, AMG infotainment system (incl.",,
,,,,"The engines for the SLS AMG GT3 ""45th ANNIVERSARY"" were installed by Bernd Schneider.",,,"Minichamps produced a limited (197 units) edition of SLS AMG GT3 1:18 scale model car for the IAA 2013. The vehicle includes 88 parts, painted in matt black and features poison green details.","Either way, it's a pretty thorough website, if I'm missing an option code or wan","Either way, it's a pretty thorough website, if I'm missing an option code or want to decode a number, I just open it in a tab and type what I want.",,
,,,,,,,The production breakdown for the 2014 SLS Black Series Coupe in the USA:,This extensive list shows most Mercedes-Benz options / extra codes with - where,This extensive list shows most Mercedes-Benz options / extra codes with - where possible - German and English descriptions as well as the applicable model range.,,
