Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,BMW,M240i,"Wheelbase 2,741 mm (107.9 in)","Front-engine, rear-wheel-drive",Transmission,"This article is about the second-generation rear-wheel drive coupé/convertible. For other uses, see BMW 2 Series.",Predecessor BMW 2 Series (F22/F23),"The G42 is the first BMW vehicle designed by BMW of Mexico, and is produced in B","The G42 is the first BMW vehicle designed by BMW of Mexico, and is produced in BMW's plant in San Luis Potosí, Mexico since 2 September 2021. Development and launch 2022 BMW M240i Remaining a rear-wheel-drive-based model, the G42 is built on the CLAR platform with a roughly 50:50 weight distribution and shares many mechanical components and engine options with the G20 3 Series and G22 4 Series.",,
,,,,L B48 I4 turbo,"In 2025 the BMW M2 G87 Competition comes in two variants, manual and automatic transmission. It is powered by a 3.0-litre M Twin-Turbocharged Inline-6 engine (2993 cc) that produces 473 bhp and 600 Nm of torque.",M240i Rear wheel drive 2022– B58B30O1,,,,,
,,,,L S58 I6 turbo,,d Rear wheel drive 2021– B47D20,,,,,
,,,,Diesel:,,,,,,,
,,,,L B47 I4 turbo,,,,,,,
,,,,Petrol engines,,,,,,,
,,,,Model Layout Years Engine Power Torque,,,,,,,
,,,,L I4 turbo 115 kW (154 hp),,,,,,,
,,,,L I4 turbo 135 kW (181 hp),,,,,,,
,,,,L I4 turbo 180 kW (240 hp) /,,,,,,,
,,,,kW (250 hp) (USA),,,,,,,
,,,,L I6 turbo 285 kW (382 hp) /,,,,,,,
