Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Volkswagen,Golf R,Manuela Joosten (trim),"Layout Front-engine, front-wheel-drive",Transmission,Volkswagen Golf all FWD Golf 7.5 variants (exc. eGolf) (2013),Predecessor Volkswagen Golf Mk6,"Offered in either Pure White or Platinum Gray, the Sport model is visually enhan","Offered in either Pure White or Platinum Gray, the Sport model is visually enhanced with a body kit that includes a front lip spoiler, side skirts, a rear valence, a larger rear spoiler, and chrome exhaust tips. The Golf went on sale in the UK in early January and was released in Australia in April 2013. In Brazil, the Golf Mk7 went on sale in September 2013, only in the High-line and GTI trims, along with the Comfortline trim, which was made available from March 2014.",,
,,,Related Volkswagen Golf Sportsvan,"Front-engine, all-wheel-drive",/6-speed manual,"The Golf R Estate used the same EA888 2.0L engine and all-wheel drive system found in the Golf R hatchback, along with the other features unique to the R.","Compared with the previous generation, the Golf Mk7 has a more spacious cabin with greater shoulder room for the front and rear passengers, more rear legroom, and a larger boot space. It is 20 mm (0.8 in) wider than the Mk6, with a 59 mm (2.3 in) longer wheelbase.","Four petrol engines and three diesel engines were available, ranging from 85 PS","Four petrol engines and three diesel engines were available, ranging from 85 PS (63 kW; 84 hp) to 140 PS (103 kW; 138 hp) for the standard petrol engines and 90 PS (66 kW; 89 hp) to 150 PS (110 kW; 148 hp) for the diesel engines.",,
,,,"Wheelbase 2,631–2,637 mm (103.6–103.8 in)",Engine,/8-speed automatic (Tiptronic),"The Golf Alltrack was introduced as a ruggedized version of the Golf Estate with slightly raised suspension, body cladding, a front skidplate, and all-wheel drive, among other minor mechanical changes.",e-Golf chassis; traction battery is under the silver covers,"The Golf SportWagen was available in S, SE, and GT/SEL (Trendline, Comfortline,","The Golf SportWagen was available in S, SE, and GT/SEL (Trendline, Comfortline, and Highline in Canada) trim levels and used the same drivetrains as the standard Golf.",,
,,,A van version based on the three-door Golf was sold only in Ireland to commercial customers and was cancelled as corporations opted for the bigger Volkswagen Caddy.,Diesel:,Automatic parking system (optional),speed DSG (AWD only) North America,"The first GTE units were registered in Germany in August 2014, and it was the second-best selling plug-in hybrid in Europe in 2015 with 17,282 sales.","It includes bespoke functions for electric vehicles, including the ability to id","It includes bespoke functions for electric vehicles, including the ability to identify potential destinations on electric range, and electric charging points.",,
,,,"(2017, based on Euro NCAP 2008)","Battery 35.8 kWh (e-Golf), 8.7kWh (GTE)","Top speed was electronically limited to 140 km/h (87 mph). Externally, the e-Golf can be distinguished from its fossil fueled Mk7 counterparts with full LED headlamps and deletion of the exhaust outlet.",,"A limited edition Golf R400 was rumored in August 2015 by Heinz-Jakob Neusser, then-head of brand development, but in the wake of the Volkswagen emissions scandal (and Neusser's suspension) it was cancelled in favor of focusing on the Golf R.",Both versions of the GTI are equipped with a start-stop system and fulfil 2014 E,Both versions of the GTI are equipped with a start-stop system and fulfil 2014 Euro 6 emissions standards.,,
,,,"Estate (Golf Variant, Golf SportWagen, and Golf Alltrack)","The Golf R Estate used the same EA888 2.0L engine and all-wheel drive system found in the Golf R hatchback, along with the other features unique to the R.",–100 km/h (0-62 mph) Top speed Transmission Notes,,"TSI BlueMotion 1,197 cc (73 cu in) 85 PS (63 kW; 84 hp) at 4,300–5,300 rpm 160 N⋅m (118 lb⋅ft) at 1,400–3,500 rpm 11.9 s 179 km/h (111 mph) 5-speed manual","With the optional six-speed DSG gearbox, the two GTI models achieve fuel consump","With the optional six-speed DSG gearbox, the two GTI models achieve fuel consumption figures of 44.1 mpg‑imp (6.41 L/100 km) (equivalent to 148 g/km CO2 for the standard GTI and 149 g/km CO2 for the GTI Performance).",,
,,,GTI Clubsport (2016),All internal combustion engines are three- or four-cylinder units:,speed DSG,,"TSI BlueMotion 1,390 cc (85 cu in) 122 PS (90 kW; 120 hp) at 5,000 rpm 200 N⋅m (148 lb⋅ft) at 1,400–4,000 rpm 9.3 s 203 km/h (126 mph) 6-speed manual","The Rabbit Edition featured a LED lighting package, a ""Vmax"" spoiler, 18-inch ""P","The Rabbit Edition featured a LED lighting package, a ""Vmax"" spoiler, 18-inch ""Pretoria"" alloy wheels painted in gloss black, and red tags embroidered with the VW Rabbit logo on the seat. Volkswagen's Mexican division introduced an ""Oettinger"" version for the GTI for the 2021 model year.",,
,,,Golf GTI Clubsport,Petrol engines,"TSI BlueMotion 999 cc (61 cu in) 115 PS (85 kW; 113 hp) at 5,000–5,500 rpm 200 N⋅m (148 lb⋅ft) at 2,000–3,500 rpm 9.7 s 204 km/h (127 mph) 6-speed manual",,"TSI BlueMotion 1,390 cc (85 cu in) 125 PS (92 kW; 123 hp) at 5,000–6,000 rpm 200 N⋅m (148 lb⋅ft) at 1,400–4,000 rpm 9.1 s 204 km/h (127 mph) 6-speed manual","It is available in three colour options; Pure White, Tornado Red and Cornflower","It is available in three colour options; Pure White, Tornado Red and Cornflower Blue.",,
,,,GTI Clubsport S (2016),"TSI BlueMotion 1,197 cc (73 cu in) 85 PS (63 kW; 84 hp) at 4,300–5,300 rpm 160 N⋅m (118 lb⋅ft) at 1,400–3,500 rpm 11.9 s 179 km/h (111 mph) 5-speed manual","TSI BlueMotion 1,390 cc (85 cu in) 122 PS (90 kW; 120 hp) at 5,000 rpm 200 N⋅m (148 lb⋅ft) at 1,400–4,000 rpm 9.3 s 203 km/h (126 mph) 6-speed manual",,"TSI BlueMotion 1,395 cc (85 cu in) 140 PS (103 kW; 138 hp) at 4,500–6,000 rpm 250 N⋅m (184 lb⋅ft) at 1,500–3,500 rpm 8.4 s 212 km/h (132 mph) 6-speed manual","Weight is listed as 1,375 kg. The Clubsport was available from the factory w","Weight is listed as 1,375 kg. The Clubsport was available from the factory with optional Michelin Pilot Sport Cup 2 tires. The official 0-to-60 mph time is quoted as 5.9 seconds, 0.6 seconds quicker than the standard GTI with Performance Package. GTI Clubsport S (2016) Golf GTi Clubsport S The 3-door GTI Clubsport S was a limited-edition version of the GTI Clubsport sold as a higher-strung version optimized for faster track times.",,
,,,Golf GTi Clubsport S,"TSI BlueMotion 1,197 cc (73 cu in) 105 PS (77 kW; 104 hp) at 5,000 rpm 175 N⋅m (129 lb⋅ft) at 1,550–4,100 rpm 10.2 s 192 km/h (119 mph) 6-speed manual","TSI BlueMotion 1,390 cc (85 cu in) 125 PS (92 kW; 123 hp) at 5,000–6,000 rpm 200 N⋅m (148 lb⋅ft) at 1,400–4,000 rpm 9.1 s 204 km/h (127 mph) 6-speed manual",,"TSI BlueMotion 1,395 cc (85 cu in) 150 PS (110 kW; 148 hp) at 5,000–6,000 rpm 250 N⋅m (184 lb⋅ft) at 1,500–3,500 rpm 8.2 s 216 km/h (134 mph) 6-speed manual",0-62 mph (100 km/h) takes 5.1 seconds (versus 5.7 seconds for the previous Golf,0-62 mph (100 km/h) takes 5.1 seconds (versus 5.7 seconds for the previous Golf R) or 4.9 seconds with the optional DSG gearbox.,,
